Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Charizard [Reverse Holo] #40,$162.89,$482.21,"$1,134.80",https://storage.googleapis.com/images.pricecharting.com/67ce9e6d1bbc4acaa8b101d6f1d79d90d055d79a1c2943a769a45ffc7a3ce9e3/60.jpg
Pidgeot #23,$92.60,$303.44,"$1,525.00",https://storage.googleapis.com/images.pricecharting.com/e026e5558961189840e03ce48b564e1cc26f7dd9aace7df326fe9cd775bea15a/60.jpg
Rapidash #26,$55.00,$240.63,"$1,275.00",https://storage.googleapis.com/images.pricecharting.com/8ba74a1d2ca6261d5a1c74a1982db1a70c499ab2530be0111191ce45ee6b73c7/60.jpg
Gastly #109,$4.66,$23.48,$58.55,https://storage.googleapis.com/images.pricecharting.com/0691359710c1d1a450c17a181ebfe6ceb9f76c6f99ed4ffddccc32785cdc928f/60.jpg
Skarmory #27,$47.56,$275.00,"$10,781.14",https://storage.googleapis.com/images.pricecharting.com/e3c4d1e82dd13e9ab97cb02edff8574280b5aa030842c947b30f25eff6cb182f/60.jpg
Cubone #103,$30.00,$40.58,$265.10,https://storage.googleapis.com/images.pricecharting.com/0537f70687e7765b9f8062d0e8b359e04551cb62ef902fd413315ab42dd8a64f/60.jpg
Kadabra #84,$5.92,$40.37,$162.38,https://storage.googleapis.com/images.pricecharting.com/8f270351d1a98c1001b5715213cf922640a02c3b3f18a67605db89868c04c81b/60.jpg
Meowth #121,$4.40,$29.99,$89.58,https://storage.googleapis.com/images.pricecharting.com/7eec885a3994a70accfa1e6667e093295a1cec066f51d54142c23ddd463f790b/60.jpg
Butterfree #5,$75.50,$549.23,"$1,281.56",https://storage.googleapis.com/images.pricecharting.com/5cdec2fd80d442402ab26a5059beec58e04b7b13626865cd7ed8809b5cb4d129/60.jpg
Ampharos #2,$134.61,$298.73,"$3,021.99",https://storage.googleapis.com/images.pricecharting.com/0815ef162b25201262e0162f357260b2ab693b197c748eea9ba3456d2411c576/60.jpg
Weezing #32,$48.18,$369.33,"$1,799.99",https://storage.googleapis.com/images.pricecharting.com/61138e21910828b622c5f3c4f12c9c55707e1d7411b0fd9ae805fa20a0939b52/60.jpg
