Set,Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Base Set,Seel,Seel [1999-2000] #41,$2.00,$44.00,$77.29,https://storage.googleapis.com/images.pricecharting.com/oqhpgb2e6imq3wbp/60.jpg
Base Set,Seel,Seel [Trainer Deck B] #41,,$67.35,$230.45,https://storage.googleapis.com/images.pricecharting.com/dcd6fdc078477deec38eeb1a025697cce5261d6cba251078c75196cb5fc033e1/60.jpg
Base Set,Gastly,Gastly [1st Edition] #50,$19.76,$129.62,$640.00,https://storage.googleapis.com/images.pricecharting.com/95ab478631dd657ae76568229e05742661489bcecf4d7064c68271b7ea300911/60.jpg
Base Set,Gastly,Gastly [1999-2000] #50,$3.12,$35.78,$127.40,https://storage.googleapis.com/images.pricecharting.com/cmfddgnj25cccwsh/60.jpg
Base Set,Gastly,Gastly [Shadowless] #50,$3.00,$31.83,$189.07,https://storage.googleapis.com/images.pricecharting.com/047e08b54785a3dad53fe9c7b9d0cd47ff202bc9693be71a22eb59caa89e9390/60.jpg
Base Set,Gastly,Gastly #50,$1.05,$36.00,$169.42,https://storage.googleapis.com/images.pricecharting.com/8a316866559fd32647a2f7157d9abd71dbd5c415e674eb7de4fb2bed61ddb22d/60.jpg
Base Set,Raticate,Raticate [1st Edition] #40,$19.07,$86.95,$607.96,https://storage.googleapis.com/images.pricecharting.com/05f0c96d35fa62d3eb143b1b60dbf6158694865dfdc9f703433a8341b71a88e4/60.jpg
Base Set,Raticate,Raticate [1999-2000] #40,$8.03,$32.95,$159.39,https://storage.googleapis.com/images.pricecharting.com/gr4psdx4k4qtvh3n/60.jpg
Base Set,Raticate,Raticate [Shadowless] #40,$6.74,$42.43,$203.87,https://storage.googleapis.com/images.pricecharting.com/5d5fe9561fc8534602ca05fea29277107906e83176b7be310dbc216e29090aee/60.jpg
Base Set,Raticate,Raticate #40,$2.35,$33.77,$167.50,https://storage.googleapis.com/images.pricecharting.com/1b1c94714eb163771db1dace76ee17123dd89a46f6ce54aab5c602f121b9aaf1/60.jpg
Base Set,Raticate,Raticate [Trainer Deck A] #40,,$385.28,,https://storage.googleapis.com/images.pricecharting.com/819c607c1c74f580eb15dca91dc9df631053e7b74376a3bb2ab731d7d74fb159/60.jpg
Base Set,Metapod,Metapod [1st Edition] #54,$18.00,$85.00,$447.41,https://storage.googleapis.com/images.pricecharting.com/a9d8f56090bd2ca315563308f0d38eb43545124803e7420d50f3cdb7840e9f6e/60.jpg
Base Set,Metapod,Metapod [Shadowless] #54,$4.06,$30.32,$132.69,https://storage.googleapis.com/images.pricecharting.com/a6b9178bfbe179c115a6a084cdbdc3b41f6dd71aaf85edafe6e61aa370050ea2/60.jpg
Base Set,Metapod,Metapod [1999-2000] #54,$3.00,$40.37,$69.62,https://storage.googleapis.com/images.pricecharting.com/dlfaofawgo53embm/60.jpg
Base Set,Metapod,Metapod #54,$1.50,$33.02,$75.00,https://storage.googleapis.com/images.pricecharting.com/ba990010abb53195c5e34da50e8ff3763174df3d305cd7414cad8a27a94456ff/60.jpg
Base Set,Ponyta,Ponyta [1st Edition] #60,$17.91,$62.75,$506.72,https://storage.googleapis.com/images.pricecharting.com/010ee2835c71d6d674b0e8063a90ed8e03cf204d9569f4bf841a991951841a33/60.jpg
Base Set,Ponyta,Ponyta [Shadowless] #60,$2.00,$27.47,$79.62,https://storage.googleapis.com/images.pricecharting.com/49a7c5ad3052a6d3dac764ee9aa3588be91bfce8a76bbf1da129324ad4c7ec27/60.jpg
Base Set,Ponyta,Ponyta [1999-2000] #60,$2.00,$35.07,$74.41,https://storage.googleapis.com/images.pricecharting.com/lh2wqgyxkocf5wbk/60.jpg
Base Set,Ponyta,Ponyta #60,$1.19,$26.50,$123.65,https://storage.googleapis.com/images.pricecharting.com/4354ac4ad19b5005fb8dd65640228c21de677d4a6307f6299f426ba7fe6c6e68/60.jpg
Base Set,Magnemite,Magnemite [1st Edition] #53,$17.49,$56.76,$385.94,https://storage.googleapis.com/images.pricecharting.com/43d3d4cd2abd112a2737c46ee2f8d4dfb1d8d01035e279f4bfdcecf2b81a6c45/60.jpg
Base Set,Magnemite,Magnemite [Shadowless] #53,$3.39,$27.11,$122.55,https://storage.googleapis.com/images.pricecharting.com/151ab843743a2025f3a6b5e1e64f2435f99b7d88842f75290f35c0ff14beec52/60.jpg
Base Set,Magnemite,Magnemite [1999-2000] #53,$2.30,$29.50,$69.99,https://storage.googleapis.com/images.pricecharting.com/corrrns34beygk73ryvj/60.jpg
Base Set,Magnemite,Magnemite #53,$1.43,$31.50,$79.99,https://storage.googleapis.com/images.pricecharting.com/ba3362ae6e6da278cb26d1b21214ce3cc5110e6f0a7f9b82e54e2a585481ceb7/60.jpg
Base Set,Kakuna,Kakuna [1st Edition] #33,$17.37,$80.32,$805.00,https://storage.googleapis.com/images.pricecharting.com/97c69c7bb9a729c4631a3b56ac1d8344058b23230648ae5578a2f8b57b0be522/60.jpg
Base Set,Kakuna,Kakuna [Shadowless] #33,$4.06,$32.50,$47.67,https://storage.googleapis.com/images.pricecharting.com/31bbf73eb9fdbe1e404ecc55a7e2935e290a0c7391250b10f5f521b5c0c56af5/60.jpg
Base Set,Kakuna,Kakuna [1999-2000] #33,$3.58,$41.23,$62.56,https://storage.googleapis.com/images.pricecharting.com/corrnnt3feqangw7mnip/60.jpg
Base Set,Kakuna,Kakuna #33,$1.40,$32.44,$92.50,https://storage.googleapis.com/images.pricecharting.com/56226c183fb0263c126908b0505c618bac9ca6fa6a9ed9f31a2f70bbc07f0b68/60.jpg
Base Set,Drowzee,Drowzee [1st Edition] #49,$17.34,$72.10,$465.39,https://storage.googleapis.com/images.pricecharting.com/66205303288f2b888ca21311e187f040e3b27192540caed3afc283c83fde19be/60.jpg
Base Set,Drowzee,Drowzee [Shadowless] #49,$2.37,$36.00,$91.28,https://storage.googleapis.com/images.pricecharting.com/7dda33f7700978c2844a0485e8157185b0080ba5f4265ce075b64ccd57b4e74b/60.jpg
Base Set,Drowzee,Drowzee [1999-2000] #49,$1.52,$35.00,$67.03,https://storage.googleapis.com/images.pricecharting.com/corrdgwopy5mmpqk4ar5/60.jpg
Base Set,Drowzee,Drowzee #49,$0.99,$31.94,$100.35,https://storage.googleapis.com/images.pricecharting.com/e885dc8484aa87fa82986e9561e4f7b40e5c94f100634a073e1467886fe53f78/60.jpg
Base Set,Doduo,Doduo [1st Edition] #48,$16.49,$69.99,$432.89,https://storage.googleapis.com/images.pricecharting.com/5b10d3f4707f456bdaa630d63022ef49b7b94f5c53b89d4a63e1a4f8ff9b7e8c/60.jpg
Base Set,Doduo,Doduo [Shadowless] #48,$2.09,$30.37,$129.72,https://storage.googleapis.com/images.pricecharting.com/f3f629191022fe6fbe33f5b5c1094a7c39ef5f8afa94f439034bed40c6aa53d6/60.jpg
Base Set,Doduo,Doduo [1999-2000] #48,$2.07,$18.00,$94.78,https://storage.googleapis.com/images.pricecharting.com/corrgmekgg7feomxcihq/60.jpg
Base Set,Doduo,Doduo #48,$1.36,$28.11,$110.00,https://storage.googleapis.com/images.pricecharting.com/cc4fd032498bb83637a79bb2b835351918287025b200f27d0a77a12975ca4081/60.jpg
Base Set,Nidoran,Nidoran [1st Edition] #55,$16.12,$70.92,$365.02,https://storage.googleapis.com/images.pricecharting.com/233a3b90723ce31cc9991735f812cb114c9c06890f3521f5f58c99bec0cb3255/60.jpg
Base Set,Nidoran,Nidoran [1999-2000] #55,$3.42,$53.57,$65.42,https://storage.googleapis.com/images.pricecharting.com/corrwvuxclnm4a7thcdk/60.jpg
Base Set,Nidoran,Nidoran [Shadowless] #55,$2.19,$41.31,$80.00,https://storage.googleapis.com/images.pricecharting.com/bcf62370d6efa832af6c0a24c91bb4460138225a7efe37ea2b026d9a928b3edf/60.jpg
Base Set,Nidoran,Nidoran #55,$1.82,$25.43,$83.00,https://storage.googleapis.com/images.pricecharting.com/7d5700285c5655e71b0c00d3b5921109131973fe07456f415e0753d28db4eb28/60.jpg
Base Set,Diglett,Diglett [1st Edition] #47,$15.81,$83.58,$450.00,https://storage.googleapis.com/images.pricecharting.com/1c4e40256bf171550b368d188e16e582421b5fc6ada92a77e6bd40fcc02f5bdf/60.jpg
Base Set,Diglett,Diglett [Fight Symbol Error] #47,$14.99,$49.99,$257.50,https://storage.googleapis.com/images.pricecharting.com/1f325c42fac5cdf53e5a952e0f0b78ca5e1b5dadc8ac2d833183d05238227f1e/60.jpg
Base Set,Diglett,Diglett [1999-2000] #47,$2.39,$37.11,$73.05,https://storage.googleapis.com/images.pricecharting.com/corrhiqlfmedmha7d7vk/60.jpg
Base Set,Diglett,Diglett [Shadowless] #47,$1.99,$27.50,$155.75,https://storage.googleapis.com/images.pricecharting.com/8e7a67de4c304de65e9e760c3bb276d2bdad62e91fccd31745c4bbcebbe8d9b7/60.jpg
Base Set,Diglett,Diglett #47,$1.56,$28.18,$83.74,https://storage.googleapis.com/images.pricecharting.com/rsr2uy4ahpn4mudt/60.jpg
Base Set,Poliwag,Poliwag [1st Edition] #59,$15.00,$81.49,$508.44,https://storage.googleapis.com/images.pricecharting.com/e1a8357b1c8f07f9ef85287365917065a157b66ffee36585c9171e5d87a717d3/60.jpg
Base Set,Poliwag,Poliwag [Shadowless] #59,$4.50,$36.23,$130.86,https://storage.googleapis.com/images.pricecharting.com/93e552cfe5d9dc83b6d1c7000fae7e7a682968145f572b6041f538ab94952b89/60.jpg
Base Set,Poliwag,Poliwag [1999-2000] #59,$2.45,$17.50,$73.17,https://storage.googleapis.com/images.pricecharting.com/4jughli3mrhboxu3/60.jpg
Base Set,Poliwag,Poliwag #59,$1.00,$30.93,$100.00,https://storage.googleapis.com/images.pricecharting.com/2d3ef89f29e3647aac7474be5ff5150cf0c5ca620b56b754a7799103fae8efaf/60.jpg
Skyridge,Charizard,Charizard #146,"$2,858.97","$14,500.00","$42,100.00",https://storage.googleapis.com/images.pricecharting.com/bd96c0864982e5728f6865cb53b48cef4ff034eae52a496e594c40eca129a79a/60.jpg
Skyridge,Charizard,Charizard [Reverse Holo] #146,"$1,185.50","$4,386.82","$9,695.08",https://storage.googleapis.com/images.pricecharting.com/08c913d69317c09271dd55e39f1291598b7146e963646b6921531a70e3c210b4/60.jpg
Skyridge,Charizard,Charizard [Box Topper] #9,$542.49,"$1,348.94","$4,414.29",https://storage.googleapis.com/images.pricecharting.com/54800bb730846c12ea4b2977e7488493b62231383fc377f8b10f9ef06c7c4980/60.jpg
Skyridge,Umbreon,Umbreon #H30,"$1,545.06","$5,496.25","$20,418.78",https://storage.googleapis.com/images.pricecharting.com/23d5174bf14b858079ee422643ebd5b811cde0d18f3333e7f223dc191c81a940/60.jpg
Skyridge,Umbreon,Umbreon [Reverse Holo] #32,$320.90,$910.68,"$3,500.00",https://storage.googleapis.com/images.pricecharting.com/qxwff2i2bbzu5sha/60.jpg
Skyridge,Umbreon,Umbreon #32,$141.01,$425.04,"$1,238.27",https://storage.googleapis.com/images.pricecharting.com/b41020fd9a7ce2c94afc600e8973445556cd900e8d87446e1037579eec560560/60.jpg
Skyridge,Ho-Oh,Ho-Oh #149,"$1,265.29","$6,000.00","$12,377.50",https://storage.googleapis.com/images.pricecharting.com/62b64a9af1433c9b9d90e4911f057a2c95f2733e1d9e72931be85cfe2b4aad2c/60.jpg
Skyridge,Ho-Oh,Ho-Oh [Reverse Holo] #149,$333.54,$705.00,"$4,395.00",https://storage.googleapis.com/images.pricecharting.com/d76587678e9fac830266314cc8a7c9bd3c600ccb80fb3721921a3467394273e6/60.jpg
Skyridge,Gengar,Gengar #H9,"$1,197.58","$6,826.78","$27,645.92",https://storage.googleapis.com/images.pricecharting.com/ae47d25aebf825d85762e4ad6084d52851500691a85a884bf84804a89535ba97/60.jpg
Skyridge,Gengar,Gengar [Reverse Holo] #10,$482.50,"$1,282.43","$3,817.01",https://storage.googleapis.com/images.pricecharting.com/ca82382e6dd522064b18a9b7cae91d6f2ade42ef805982526da6bf78c81a6f44/60.jpg
Skyridge,Gengar,Gengar #10,$256.30,$458.62,"$1,938.83",https://storage.googleapis.com/images.pricecharting.com/f77231698ffb297a55e59303660506ef8862898b8960d003619e94ee86b10a48/60.jpg
Skyridge,Gyarados,Gyarados #H10,$779.98,"$3,251.00","$11,049.50",https://storage.googleapis.com/images.pricecharting.com/293c5f90d742de93e7702d32e9f4f6fc1cf1b3d58a0b779fff4a6e04bd35e2b7/60.jpg
Skyridge,Gyarados,Gyarados #11,$174.33,$300.00,$303.26,https://storage.googleapis.com/images.pricecharting.com/29f2c7264591013dc8ddb494eb5e83bba0466cfc2531e130229c747c7b7f6328/60.jpg
Skyridge,Gyarados,Gyarados [Reverse Holo] #11,$173.94,$550.00,$660.00,https://storage.googleapis.com/images.pricecharting.com/514a3fe46e015f65925ec43e44ba9e9f2e674db8ad799192c3daba579ba8969a/60.jpg
Skyridge,Celebi,Celebi #145,$741.75,"$5,212.00","$11,000.00",https://storage.googleapis.com/images.pricecharting.com/2c9ae39c9536a79957f3378cebbeb1ebb9bfdb66a514dc85035f25bbdd2c2bb3/60.jpg
Skyridge,Celebi,Celebi [Reverse Holo] #145,$360.00,$965.32,"$2,704.25",https://storage.googleapis.com/images.pricecharting.com/29c90e6e79e1b4e4e9debbeae9a40afbeb883208c3cf214839dc843e1e932f89/60.jpg
Skyridge,Alakazam,Alakazam #H1,$649.99,"$2,000.00","$4,270.00",https://storage.googleapis.com/images.pricecharting.com/0485af71cfded2abd18324c8869726778efe507d4a8ab70e413f609095254b4d/60.jpg
Skyridge,Alakazam,Alakazam [Reverse Holo] #2,$235.00,$337.26,$527.68,https://storage.googleapis.com/images.pricecharting.com/9814251ce3ee26e04a77bc093b7c2e63d05dd146c41c65825acd09438ed02c14/60.jpg
Skyridge,Alakazam,Alakazam #2,$88.28,$121.41,$305.00,https://storage.googleapis.com/images.pricecharting.com/4ae18ec5e51af757c9557b5564454aabfd02ac08468bfa63337daa47a08bc3ed/60.jpg
Skyridge,Crobat,Crobat #147,$500.00,"$2,435.15","$5,988.00",https://storage.googleapis.com/images.pricecharting.com/5252e18651df1a4dcc1438b99a54e7c0337cb05d06dd5e976e2579b0f3bda573/60.jpg
Skyridge,Crobat,Crobat #H5,$253.41,$516.25,"$1,225.00",https://storage.googleapis.com/images.pricecharting.com/5afeae9939191f412e51497202494bd05916df259f5c56a8b4089254d2a04452/60.jpg
Skyridge,Crobat,Crobat [Reverse Holo] #147,$245.54,$449.47,$601.81,https://storage.googleapis.com/images.pricecharting.com/c49ac94e05ea8e83cf7f053b4176441e4605e90901a514c250f58787db1b6672/60.jpg
Skyridge,Crobat,Crobat [Box Topper] #10,$174.96,$317.75,$867.63,https://storage.googleapis.com/images.pricecharting.com/corrdgpxhwswfwthdfrc/60.jpg
Skyridge,Crobat,Crobat [Reverse Holo] #6,$53.01,$130.63,$146.81,https://storage.googleapis.com/images.pricecharting.com/5ft3wyapuueoeybw/60.jpg
Skyridge,Crobat,Crobat #6,$40.00,$64.30,$68.89,https://storage.googleapis.com/images.pricecharting.com/72d230f7d5283c243f7fe984cec17ef5a7446e42ab6d6859309aafa2b5ab99f9/60.jpg
Skyridge,Kabutops,Kabutops #150,$452.93,"$2,042.46","$6,640.58",https://storage.googleapis.com/images.pricecharting.com/df2c16531252f5d5ede71bb4e8071f103e6758f55c273372872bbfecc6b40fe1/60.jpg
Skyridge,Kabutops,Kabutops [Reverse Holo] #150,$248.30,$432.50,$706.82,https://storage.googleapis.com/images.pricecharting.com/30a209009971338ec47891ded79c3a1d1f05e29eb80e42bcab1e43c41bc94358/60.jpg
Skyridge,Kabutops,Kabutops #H13,$231.65,$465.91,"$2,000.00",https://storage.googleapis.com/images.pricecharting.com/90b6e8c179a52a547aaadf767d07ed1c4f691bac505c973bec432afa9e3c4f49/60.jpg
Skyridge,Kabutops,Kabutops [Box Topper] #12,$163.50,$305.00,"$1,075.00",https://storage.googleapis.com/images.pricecharting.com/76deab032b357994d3bfff252bad4b3d1a6b589ef0b581a5fa03b8a92ca01a8f/60.jpg
Skyridge,Kabutops,Kabutops [Reverse Holo] #14,$39.87,$77.99,$309.95,https://storage.googleapis.com/images.pricecharting.com/77b4cb9fbbddad7069fa920418ac083fdd41da6f85f6df6800a9af632779750f/60.jpg
Skyridge,Kabutops,Kabutops #14,$23.80,$46.00,$97.00,https://storage.googleapis.com/images.pricecharting.com/400905295a74b87364a0074836750d6ca18f973a38c3c6e9cdf55b70dfc84c93/60.jpg
Skyridge,Golem,Golem #148,$376.57,"$2,450.86","$6,137.73",https://storage.googleapis.com/images.pricecharting.com/495a796ce1e9f7822a53af98e1b7b9c3f1772caef6175ebadc529356d365ca3a/60.jpg
Skyridge,Golem,Golem [Reverse Holo] #148,$257.47,$449.99,"$1,300.48",https://storage.googleapis.com/images.pricecharting.com/48f1b8c4a552191ef1f36f2cdcec1b05c66aba42711e09844bd86453a4b0cff6/60.jpg
Skyridge,Houndoom,Houndoom #H11,$344.10,"$1,162.82","$7,841.79",https://storage.googleapis.com/images.pricecharting.com/4509fa4402ef1ff86decf0fd1d478303bc89468a49483ca28699f1f7c0881611/60.jpg
Skyridge,Houndoom,Houndoom [Reverse Holo] #12,$91.50,$206.69,$426.88,https://storage.googleapis.com/images.pricecharting.com/22719c78dd8558dba75987decf0a0ea17089a8a998a82bf5cb49800b877dc1ce/60.jpg
Skyridge,Houndoom,Houndoom #12,$44.88,$75.91,$241.32,https://storage.googleapis.com/images.pricecharting.com/428a647f1334c50836afe46890823a8167a7921aaf0269613889abe2789eb2a7/60.jpg
Skyridge,Snorlax,Snorlax [Reverse Holo] #100,$336.00,"$1,382.46","$1,725.00",https://storage.googleapis.com/images.pricecharting.com/38ce540878c729fbcfe1bec3121e52806d2ce4f674f63c914030cf746ee367f7/60.jpg
Skyridge,Snorlax,Snorlax #100,$79.21,$216.67,$425.01,https://storage.googleapis.com/images.pricecharting.com/4377976482daf119f1509308b66905aff8165be95a6b6561ec437a0a639b164e/60.jpg
Skyridge,Arcanine,Arcanine #H2,$333.94,$969.54,"$3,919.52",https://storage.googleapis.com/images.pricecharting.com/60c6c074751684995f1fda533ee6da75f3ad4c033563e546bfb9ca0afa852363/60.jpg
Skyridge,Arcanine,Arcanine [Reverse Holo] #3,$116.99,$134.92,$275.00,https://storage.googleapis.com/images.pricecharting.com/99f44acbcdf7980d2627a6cbf407b9ae0fc5d12d3f03af5f9b26d147de8c8228/60.jpg
Skyridge,Arcanine,Arcanine #3,$66.86,$83.56,$170.00,https://storage.googleapis.com/images.pricecharting.com/1ba22a95325ce959746077b2180fffbacd6d1f2d677903f546dbe6bf4f908276/60.jpg
Skyridge,Flareon,Flareon #H7,$330.38,"$1,063.54","$4,098.50",https://storage.googleapis.com/images.pricecharting.com/9800f49ba721e37adb9da838ba4ea30eb5b88cc9bf3d525da69a85628371349a/60.jpg
Skyridge,Flareon,Flareon [Reverse Holo] #8,$90.49,$130.10,$630.00,https://storage.googleapis.com/images.pricecharting.com/a72bf3cd293234ae67635ee7140b417d79509c3e15b65eb08e70a60d5e55105c/60.jpg
Skyridge,Flareon,Flareon #8,$46.79,$82.16,$205.10,https://storage.googleapis.com/images.pricecharting.com/109228c40d608294f9d283da3337ddddf405381bc33cc4bd8397e69f8ed3e9f9/60.jpg
Skyridge,Articuno,Articuno #H3,$317.94,"$1,297.80","$3,728.23",https://storage.googleapis.com/images.pricecharting.com/283a52b4cbca9ad7645cbc185349f359cb21426df42c3c6dbcb723e79f884d6f/60.jpg
Skyridge,Articuno,Articuno [Reverse Holo] #4,$84.89,$150.94,$263.26,https://storage.googleapis.com/images.pricecharting.com/3ir4vqc5agvfwmbf/60.jpg
Skyridge,Articuno,Articuno #4,$47.16,$74.00,$132.50,https://storage.googleapis.com/images.pricecharting.com/179a233c9fa2c27eb1f635060a813bc7a4c6dfe245317f53e975b2512d382ab6/60.jpg
Skyridge,Politoed,Politoed #H23,$298.02,$657.16,"$2,088.88",https://storage.googleapis.com/images.pricecharting.com/ae8b0412b57ee0fc7ea742ea76fe6dd429304bccc778a5e86beea316a0967e82/60.jpg
Skyridge,Politoed,Politoed [Reverse Holo] #25,$69.02,$109.29,$519.89,https://storage.googleapis.com/images.pricecharting.com/5e567bf71d50c6f129d0717cbcac7e6ba57c7c22642202878f08dbd9884164d9/60.jpg
Skyridge,Politoed,Politoed #25,$30.73,$74.99,$85.35,https://storage.googleapis.com/images.pricecharting.com/75cb5cb910cce130f0a58e87930143b4947659cf0743bdfbdc6da8660c10cbf4/60.jpg
Skyridge,Vaporeon,Vaporeon #H31,$291.17,"$1,218.57","$4,445.62",https://storage.googleapis.com/images.pricecharting.com/488b1b8784ef4025b73962e71338c8f72e765e72d9f47c0f1f1d184aa13e19b5/60.jpg
Skyridge,Vaporeon,Vaporeon [Reverse Holo] #33,$83.10,$269.27,$477.54,https://storage.googleapis.com/images.pricecharting.com/8f655fa2ee0ab4680363fd68efebb41a438e5b6823ea01b77bacebfb9d3b21c0/60.jpg
Skyridge,Vaporeon,Vaporeon #33,$35.50,$69.00,$250.00,https://storage.googleapis.com/images.pricecharting.com/de85cc6c1371996ad00d33de35eb80ccb8af4b2867d6a41632e971f61a92e986/60.jpg
Skyridge,Moltres,Moltres #H20,$286.41,"$1,004.42","$2,803.42",https://storage.googleapis.com/images.pricecharting.com/fa934f8e1df53251986baad247c66b6f42845d8e3a873235018420547458184e/60.jpg
Skyridge,Moltres,Moltres [Reverse Holo] #21,$55.00,$278.32,$488.52,https://storage.googleapis.com/images.pricecharting.com/507476ec80acd1327891fda3deebed8d2eb4792364416ca35a779b29216a2228/60.jpg
Skyridge,Moltres,Moltres #21,$31.75,$67.00,$154.27,https://storage.googleapis.com/images.pricecharting.com/9ab9a931be7ea63dee2234e00c5014d69fa2d2f1a89406c37f21138f96864c97/60.jpg
Skyridge,Ho-oh,Ho-oh [Box Topper] #11,$278.26,$434.90,"$1,013.50",https://storage.googleapis.com/images.pricecharting.com/5077ae9fd6fc544f706125b81a3cc1cbd490a6a605c3ef17a5ca43fe560b15c2/60.jpg
Skyridge,Pikachu,Pikachu [Reverse Holo] #84,$274.09,$377.74,"$1,058.72",https://storage.googleapis.com/images.pricecharting.com/f0b60e784097efb6905a18a51a78231944cbde6293ee25d0f0b5cd1fb4d9530e/60.jpg
Skyridge,Pikachu,Pikachu #84,$82.85,$212.35,$602.12,https://storage.googleapis.com/images.pricecharting.com/a77d35c222dc3c3f88bfe4e00155b568b91c02472ce0473577ae76b371fa1175/60.jpg
Skyridge,Raichu,Raichu #H25,$260.62,$594.09,"$2,196.76",https://storage.googleapis.com/images.pricecharting.com/f5b132be5badef74888bfe22999b2d162cae788f1f920f2ce11573da873ca7c5/60.jpg
Skyridge,Raichu,Raichu [Reverse Holo] #27,$75.00,$150.00,$503.07,https://storage.googleapis.com/images.pricecharting.com/0053bf87558fc03e4e09f2c71b1054feaed5f4fbccb0ec40ed6f63fc36a12be4/60.jpg
Skyridge,Raichu,Raichu #27,$68.52,$74.04,$241.31,https://storage.googleapis.com/images.pricecharting.com/1c77321c6638aad90daa0420c7ed33553a5c2724385c3ba5dd47299e7c9e676d/60.jpg
Skyridge,Jolteon,Jolteon #H12,$243.39,$711.20,"$1,893.37",https://storage.googleapis.com/images.pricecharting.com/fe643a06f16aaa03cd1e7d9ba396da84a8764734f0e9fbb166a7db4754d4b730/60.jpg
Skyridge,Jolteon,Jolteon [Reverse Holo] #13,$84.93,$214.71,$556.96,https://storage.googleapis.com/images.pricecharting.com/dndiwl3hybm3nk22/60.jpg
Skyridge,Jolteon,Jolteon #13,$34.44,$59.00,$208.81,https://storage.googleapis.com/images.pricecharting.com/d3b99d875601106f2db7d12d0e0ea04e824f13284488ca190800449d9d45105a/60.jpg
Skyridge,Raikou,Raikou #H26,$237.10,$869.21,"$5,353.12",https://storage.googleapis.com/images.pricecharting.com/e3fd47208899f71ca0f4e67663345283b01ba475b9982ef4a77989faad27cb8b/60.jpg
Skyridge,Raikou,Raikou [Reverse Holo] #28,$73.79,$136.04,$396.18,https://storage.googleapis.com/images.pricecharting.com/acyw3efvwrwe5fdg/60.jpg
Skyridge,Raikou,Raikou #28,$29.63,$75.31,$219.70,https://storage.googleapis.com/images.pricecharting.com/5078f6e0aee2e63d2ca73c9d7031d00bcd79d5cc7563cb80addd16550f96306e/60.jpg
Skyridge,Dewgong,Dewgong #H6,$227.38,$493.37,$850.00,https://storage.googleapis.com/images.pricecharting.com/e13d6f69cca00286dee35dee4a02d365318a66e4a13d034c596d91bf533948f1/60.jpg
Skyridge,Dewgong,Dewgong [Reverse Holo] #7,$36.88,$67.09,$200.50,https://storage.googleapis.com/images.pricecharting.com/ff7c064b7c45e82a1afdf07f5f9319b4c675e9d368b8772bc527af64c355c89d/60.jpg
Skyridge,Dewgong,Dewgong #7,$24.00,$39.00,$72.51,https://storage.googleapis.com/images.pricecharting.com/fed6e6605d1c530e1a3f7844cb0053413a1fb87974005f5faeede24d32dc646f/60.jpg
Skyridge,Poliwrath,Poliwrath #H24,$215.00,$966.50,"$2,000.00",https://storage.googleapis.com/images.pricecharting.com/67327968705191c11e6883d967a3f40549dca168cc540d0a9d33abe959220b4d/60.jpg
Skyridge,Poliwrath,Poliwrath [Reverse Holo] #26,$48.12,$99.50,$251.37,https://storage.googleapis.com/images.pricecharting.com/jxgh4mndx6chaeih/60.jpg
Skyridge,Poliwrath,Poliwrath #26,$43.00,$35.00,$179.99,https://storage.googleapis.com/images.pricecharting.com/bde870bee883d885ad01d1561beed802cd47c53a1495bd94f9272e2d58022ca2/60.jpg
Skyridge,Starmie,Starmie #H28,$202.77,$568.91,"$2,800.00",https://storage.googleapis.com/images.pricecharting.com/607dd06f7a244b99227f9c92820c358600d8fe9461aa0319d1bcb8faa387510d/60.jpg
Skyridge,Starmie,Starmie [Reverse Holo] #30,$60.01,$86.93,$320.75,https://storage.googleapis.com/images.pricecharting.com/l2tppwjufre7skhy/60.jpg
Skyridge,Starmie,Starmie #30,$37.48,$61.07,$108.64,https://storage.googleapis.com/images.pricecharting.com/1b3567ee43dc79c16cdc083359683ebc1b6237058ac773cd544e97a9dad50de5/60.jpg
Skyridge,Starmie,Starmie [Reverse Holo] #44,$29.55,$92.78,$187.12,https://storage.googleapis.com/images.pricecharting.com/9faf53607498e809854d4b4b516d8a286d412be656323e48d63654f248d993d6/60.jpg
Skyridge,Starmie,Starmie #44,$9.76,$22.74,$74.99,https://storage.googleapis.com/images.pricecharting.com/43c0cdc2961bc73ff405471cb7b981be08ce80ec09f950d0c601cbafbf18f2e4/60.jpg
Skyridge,Ditto,Ditto [Reverse Holo] #51,$202.50,$217.41,$305.34,https://storage.googleapis.com/images.pricecharting.com/b679010bb87194eaca0a931ef3c6391d76cfd5ce3c8adb8c4400188f651ec887/60.jpg
Skyridge,Ditto,Ditto #51,$56.00,$64.00,$150.01,https://storage.googleapis.com/images.pricecharting.com/c66e9b7134f0b087ff6235cc7ddf2b68e6761298510b62211f8138cb047db152/60.jpg
Skyridge,Magikarp,Magikarp [Reverse Holo] #75,$189.85,$198.50,"$2,012.49",https://storage.googleapis.com/images.pricecharting.com/ryhchrgyfvmcxxqh/60.jpg
Skyridge,Magikarp,Magikarp #75,$74.99,$103.79,$321.10,https://storage.googleapis.com/images.pricecharting.com/4ffd505d4401a5bc130e10c5d1f96e280e0ac0acedb267a8d27f187d9676a334/60.jpg
Skyridge,Eevee,Eevee [Reverse Holo] #54,$179.97,$281.01,$484.27,https://storage.googleapis.com/images.pricecharting.com/4a5189cd0a72016d6ec42530a7f813705ee1627d98e4991bd29e9f4770d6abfe/60.jpg
