Set,Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Promo,Pikachu,Ash's Pikachu #SM109,$69.43 ,$80.28 ,$249.57 ,https://storage.googleapis.com/images.pricecharting.com/b464242f20586fd5529ac4ab55595eeca2a3225875d4e2f49db32b69cda56ee4/60.jpg
Promo,Pikachu,Ash's Pikachu #SM112,$35.56 ,$76.35 ,$147.54 ,https://storage.googleapis.com/images.pricecharting.com/06ac31d11521857971b8882f7a0580b4f695541052133ebf3ed174449efcf437/60.jpg
Promo,Pikachu,Ash's Pikachu #SM108,$34.23 ,$46.83 ,$220.23 ,https://storage.googleapis.com/images.pricecharting.com/996edce22eb1daf97c6e8bd87dc9928c51bb4cff692e06818c32485aa6418e93/60.jpg
Promo,Pikachu,Ash's Pikachu #SM110,$30.41 ,$41.50 ,$281.46 ,https://storage.googleapis.com/images.pricecharting.com/980d1719414240b32c7f1f03864aa2b55ba9775fd161e054980fe8db8c5c0505/60.jpg
Promo,Pikachu,Ash's Pikachu #SM113,$30.35 ,$65.04 ,$174.99 ,https://storage.googleapis.com/images.pricecharting.com/9a9b92b647fdbe205ab55e6494422fe84ebd48a11d82caefd983d68ae14bd6e5/60.jpg
Promo,Pikachu,Ash's Pikachu #SM114,$29.48 ,$75.55 ,$179.10 ,https://storage.googleapis.com/images.pricecharting.com/a9fe26994e957fff82d539753716ba5d9d1856dcc9c6a06ac8ab3187dc85073c/60.jpg
Promo,Pikachu,Ash's Pikachu #SM111,$24.64 ,$49.99 ,$602.42 ,https://storage.googleapis.com/images.pricecharting.com/129d36c57d79b08e6f5294664f2e6ae26f237129a7d7a799d165d22ded6733ff/60.jpg
Promo,Flareon,Flareon V #SWSH179,$67.49 ,$75.00 ,$986.05 ,https://storage.googleapis.com/images.pricecharting.com/94951579d68234f8ae9c08ce62c681ebad06f357a5de23dd8c7757415505c176/60.jpg
Promo,Flareon,Flareon V [Prize Pack] #SWSH149,$19.47 ,$11.01 ,,https://storage.googleapis.com/images.pricecharting.com/0507d402ddfa698cac9ebfd4fb360e6b0c30746358ef1a55784c12f8cea7ad82/60.jpg
Promo,Flareon,Flareon V #SWSH149,$3.03 ,$12.87 ,$45.00 ,https://storage.googleapis.com/images.pricecharting.com/38f8ab96e59ef653455037ff2444b4d27558afb6eef97c16ec32df849a58110e/60.jpg
Promo,Magikarp,Magikarp #XY143,$66.36 ,$167.75 ,"$1,551.62 ",https://storage.googleapis.com/images.pricecharting.com/93e9873fbdf0eb791bd928a16f86146b4f761e33a0ff77d3cb96378fa27bb5cb/60.jpg
Promo,Mimikyu,Mimikyu [Pokemon Center] #75,$65.50 ,$61.50 ,$274.81 ,https://storage.googleapis.com/images.pricecharting.com/2f7b72b26f7dceaef2755279eadec28de5de1967894e1cecb060707828a20d1f/60.jpg
Promo,Mimikyu,Mimikyu #SM163,$35.00 ,$75.50 ,$497.47 ,https://storage.googleapis.com/images.pricecharting.com/f037227fe93d2a3a5de49e3159a6e6f034f12bba14e2c1655ac66cd2892c0d86/60.jpg
Promo,Mimikyu,Mimikyu Ex [Prize Pack Series 3] #4,$26.74 ,,,https://storage.googleapis.com/images.pricecharting.com/w3563nxydg5jeesp/60.jpg
Promo,Mimikyu,Mimikyu #SM99,$20.00 ,$29.44 ,$329.16 ,https://storage.googleapis.com/images.pricecharting.com/fe0f52b900024cf6a17116985914acb644a70636e2695215b783ddcaf52e8a09/60.jpg
Promo,Mimikyu,Mimikyu #75,$12.99 ,$23.50 ,$95.50 ,https://storage.googleapis.com/images.pricecharting.com/698d612d7bf20b1a223bf384d2561feeb669dca8509ce096f060aee86ee6987d/60.jpg
Promo,Mimikyu,Mimikyu #SM29,$10.08 ,$30.00 ,$79.35 ,https://storage.googleapis.com/images.pricecharting.com/998849e276222553acb3027d742b94484c91d76c48f442a3d106d055aa0f79db/60.jpg
Promo,Mimikyu,Mimikyu ex [Jumbo] #4,$4.06 ,$51.00 ,$153.00 ,https://storage.googleapis.com/images.pricecharting.com/8d7be9b7d26a811a952358d28f204caed3a93043e309c98a801f354212bb529e/60.jpg
Promo,Mimikyu,Mimikyu ex #4,$1.50 ,$9.93 ,$66.00 ,https://storage.googleapis.com/images.pricecharting.com/3ec36eb212a54909a05fcb85bfc830c879d05d40fbd2c93111eccdb33f3a10ff/60.jpg
Promo,Mimikyu,Mimikyu [Jumbo] #136,,,,https://www.pricecharting.com/images/no-image-available.png
Promo,Lugia,Shining Lugia #SM82,$65.13 ,$185.00 ,"$1,500.00 ",https://storage.googleapis.com/images.pricecharting.com/132fe6f99d452f4c1a28cde56f5a8df6b23e68dee1c2dbc0ce40a6c783aab33b/60.jpg
Promo,Dragonite,Dragonite GX #SM156,$64.38 ,$95.00 ,$363.30 ,https://storage.googleapis.com/images.pricecharting.com/0949bc543488e1f3beb007402b8dafc655260dc4ff055e40581602bf5463c166/60.jpg
Promo,Dragonite,Dragonite #5,$23.61 ,$144.99 ,$922.28 ,https://storage.googleapis.com/images.pricecharting.com/9d922319794675089f85ad2a2ddc22f81aeed0600d012577e96fd9cafb860d92/60.jpg
Promo,Dragonite,Dragonite [Promo] #149,$8.00 ,$308.87 ,"$1,088.80 ",https://storage.googleapis.com/images.pricecharting.com/rx2pfisamisrk4zd/60.jpg
Promo,Dragonite,Dragonite VSTAR #SWSH236,$4.21 ,$17.88 ,$81.99 ,https://storage.googleapis.com/images.pricecharting.com/8edb23806f2955cb433cb34660f8188232bd41d323b49d472e4484a7290ebd25/60.jpg
Promo,Vaporeon,Vaporeon V #SWSH181,$63.44 ,$80.00 ,$898.88 ,https://storage.googleapis.com/images.pricecharting.com/35b7d8b0e506827b1ff6db7b0fa73faf956cff4e5266ada20682fbae5b46a8dc/60.jpg
Promo,Vaporeon,Vaporeon V [League Play] #SWSH150,$18.84 ,$88.00 ,,https://storage.googleapis.com/images.pricecharting.com/73253rkranvqj5ju/60.jpg
Promo,Vaporeon,Vaporeon V #SWSH150,$4.48 ,$25.00 ,$95.85 ,https://storage.googleapis.com/images.pricecharting.com/a9d7306d7a7c37e93f6c84594765a6d72574319c582ab2bf6388985b903360f5/60.jpg
Promo,Venusaur & Snivy,Venusaur & Snivy GX #SM229,$60.50 ,$87.79 ,$297.66 ,https://storage.googleapis.com/images.pricecharting.com/255d88177e1dc93f6691e64c3eb1512f19ee55c1aeafa562d97cb91c369629df/60.jpg
Promo,Jolteon,Jolteon VMAX #SWSH184,$60.00 ,$83.51 ,$713.44 ,https://storage.googleapis.com/images.pricecharting.com/042baacbfd5441381057428538809b8dac217f71aeb146a2b497458e6df57c74/60.jpg
Promo,Jolteon,Jolteon #BW91,$39.74 ,$276.13 ,"$1,537.48 ",https://storage.googleapis.com/images.pricecharting.com/cf22f822f3fa92d70b0b02593abcbce6dd9b7d2c96c16991bf4e04435393fcfd/60.jpg
Promo,Jolteon,Jolteon VMAX [Jumbo] #SWSH184,$21.36 ,$60.00 ,$542.20 ,https://storage.googleapis.com/images.pricecharting.com/h3huof3rsvjrisyr/60.jpg
Promo,Jolteon,Jolteon GX #SM173,$9.95 ,$21.00 ,$113.00 ,https://storage.googleapis.com/images.pricecharting.com/5ght6enzxkc4sfbi/60.jpg
Promo,Jolteon,Jolteon EX #195/XY-P,$5.00 ,,,https://storage.googleapis.com/images.pricecharting.com/mtoqxi3q2hevids6/60.jpg
Promo,Jolteon,Jolteon #SWSH094,$3.88 ,$23.50 ,$224.66 ,https://storage.googleapis.com/images.pricecharting.com/f497106c1598f5a9c5559e2c1b39f07a2ddac6509ecb49e2376baf72650e6dff/60.jpg
Promo,Jolteon,Jolteon [Cosmos Holo] #169,$1.99 ,$16.23 ,$48.14 ,https://storage.googleapis.com/images.pricecharting.com/ijs3adigthptpigo/60.jpg
Promo,Jolteon,Jolteon [Cosmos Holo] #168,,,,https://storage.googleapis.com/images.pricecharting.com/in7645gbonlfcau4/60.jpg
Promo,Ditto,Ditto #XY40,$59.00 ,$61.00 ,$521.45 ,https://storage.googleapis.com/images.pricecharting.com/ecf960cf096f4376cad951239ccae6047d99298a7181bdfcad41ddb972b3c8e9/60.jpg
Promo,Psyduck,Psyduck #20,$58.10 ,$109.85 ,$548.00 ,https://storage.googleapis.com/images.pricecharting.com/c2286e7148ccb2e59dc82bf826ffd7996081c2d278261b4ece09161481ca2971/60.jpg
Promo,Psyduck,Psyduck [Stamped] #SM199,$16.99 ,$18.00 ,$73.09 ,https://storage.googleapis.com/images.pricecharting.com/38a7247bea9868baffdebc1e9f3a5a0a2e15b5a2980bf0c2ab3126f1a51d0ecc/60.jpg
Promo,Psyduck,Psyduck [Cosmos Holo] #7,$9.00 ,$39.00 ,,https://storage.googleapis.com/images.pricecharting.com/4jdqkttjprfqsmbj/60.jpg
Promo,Psyduck,Psyduck #7,$7.34 ,$23.74 ,$243.05 ,https://storage.googleapis.com/images.pricecharting.com/zet3isjkyxztzdu7/60.jpg
Promo,Psyduck,Psyduck #SM199,$5.29 ,$23.50 ,$98.00 ,https://storage.googleapis.com/images.pricecharting.com/686cf37f97d2d09861bb74ad780b7c93aa238e52613db34690354b867e7f307e/60.jpg
Promo,Miraidon,Miraidon [Pokemon Center] #13,$57.55 ,$61.11 ,$360.00 ,https://storage.googleapis.com/images.pricecharting.com/5r7xa6y4ldphr5wm/60.jpg
Promo,Miraidon,Miraidon Ex #143,$6.51 ,$16.10 ,,https://storage.googleapis.com/images.pricecharting.com/3a37njljbp7biams/60.jpg
Promo,Miraidon,Miraidon #13,$6.24 ,$21.10 ,$81.67 ,https://storage.googleapis.com/images.pricecharting.com/kq7nvono7bh526w3/60.jpg
Promo,Miraidon,Miraidon EX [Jumbo],$5.81 ,,$149.99 ,https://storage.googleapis.com/images.pricecharting.com/e6olpfxjckj6doxf/60.jpg
Promo,Miraidon,Miraidon #92,$5.13 ,$79.97 ,$175.00 ,https://storage.googleapis.com/images.pricecharting.com/75117022b24359945ccbab33af17b97c0e73eb8be1e0dfb8f18910ddc3e81f19/60.jpg
Promo,Miraidon,Miraidon #148,$2.12 ,,,https://storage.googleapis.com/images.pricecharting.com/0085f35ef8871fa789598e4c6079968f52d578e580b75c4d796db6aa7b71ad21/60.jpg
Promo,Miraidon,Miraidon ex #28,$0.74 ,$10.00 ,$30.00 ,https://storage.googleapis.com/images.pricecharting.com/a5e699eb5c940af2197369b54422c0e3b91dd215f01df64705911eb1158883bf/60.jpg
Promo,Marshtomp,Marshtomp #011,$56.68 ,$110.00 ,$322.51 ,https://storage.googleapis.com/images.pricecharting.com/s74h5agiknwgdgoy/60.jpg
Promo,Feraligatr,Feraligatr [Staff] #89,$56.58 ,,$411.00 ,https://storage.googleapis.com/images.pricecharting.com/20da34e2da6f374fd5aaa4636476cb64c0aef6b7841f88919e2af6a41a770b68/60.jpg
Promo,Feraligatr,Feraligatr #HGSS07,$25.99 ,$187.45 ,$416.40 ,https://storage.googleapis.com/images.pricecharting.com/9334fd3e99a1ddbdc85347b9bfda61a4f99ee8e1e5f7d5401aeff79da6ffc5bb/60.jpg
Promo,Feraligatr,Feraligatr #89,$8.49 ,$88.00 ,$135.94 ,https://storage.googleapis.com/images.pricecharting.com/eoqbf6q4aeugwnxh/60.jpg
Promo,Feraligatr,Feraligatr #213,$3.52 ,$12.25 ,$63.50 ,https://storage.googleapis.com/images.pricecharting.com/a2es7qnjbys5a3hv/60.jpg
Promo,Jolteon,Jolteon V #SWSH183,$56.50 ,$69.50 ,$905.00 ,https://storage.googleapis.com/images.pricecharting.com/a8188a8dedf5231abac3891578cb476d15b4791c641dc77559750dd924c28d63/60.jpg
Promo,Jolteon,Jolteon V #SWSH151,$3.28 ,$12.75 ,$142.50 ,https://storage.googleapis.com/images.pricecharting.com/b72c1e387c09a8eacbeb99e0e61d5d5fe15754ea00d91b2cafe1fc2ea62fd576/60.jpg
Promo,Magneton,Magneton [Pokemon Center] #159,$55.78 ,$52.91 ,$209.14 ,https://storage.googleapis.com/images.pricecharting.com/buucshfubv664rzz/60.jpg
Promo,Magneton,Magneton #159,$7.33 ,$19.99 ,$130.00 ,https://storage.googleapis.com/images.pricecharting.com/py7czu5jfjkgmrv5/60.jpg
Promo,Magneton,Magneton #153,$5.48 ,$65.00 ,,https://storage.googleapis.com/images.pricecharting.com/xkdj7xt2lw2kncuc/60.jpg
Promo,Koraidon,Koraidon [Pokemon Center] #14,$55.70 ,$99.99 ,"$1,262.50 ",https://storage.googleapis.com/images.pricecharting.com/be1e8149ffbae4e0b4ab8285723d5e2118aadabbc81b9ebcce11b5a1229fb592/60.jpg
Promo,Koraidon,Koraidon #14,$4.80 ,$16.45 ,$66.63 ,https://storage.googleapis.com/images.pricecharting.com/a4msipqv3qbpwwki/60.jpg
Promo,Koraidon,Koraidon #91,$4.50 ,$17.17 ,$48.42 ,https://storage.googleapis.com/images.pricecharting.com/a5127999fd74873cf9bcf8c880a4deedb3b23798f851f081427f1747490ec6ef/60.jpg
Promo,Koraidon,Koraidon EX [Jumbo],$3.30 ,,$199.99 ,https://storage.googleapis.com/images.pricecharting.com/553f79eab61d662fe7cbd5ec23269c74d53f9a68fa4d1f20fb1c283596bdfeea/60.jpg
Promo,Koraidon,Koraidon Ex #197,$1.53 ,,,https://storage.googleapis.com/images.pricecharting.com/fxim3tvs2utfz6ra/60.jpg
Promo,Koraidon,Koraidon ex #29,$0.84 ,$8.66 ,$22.52 ,https://storage.googleapis.com/images.pricecharting.com/6d7276cd452636ead2d609f232754e840d91f436e50d6ef89e15edb403ab9ee6/60.jpg
Promo,Riolu,Riolu [Pokemon Center] #10,$55.42 ,$59.00 ,$907.00 ,https://storage.googleapis.com/images.pricecharting.com/ugymndrayekxja72/60.jpg
Promo,Riolu,Riolu #BW33,$13.89 ,$63.59 ,$201.77 ,https://storage.googleapis.com/images.pricecharting.com/e6be9eccf732791cad4183388b6bdaaafafdf6bfee843c838334bbcbf70c5597/60.jpg
Promo,Riolu,Riolu #10,$8.00 ,$19.49 ,$90.00 ,https://storage.googleapis.com/images.pricecharting.com/nxbp4e6fsr34errm/60.jpg
Promo,Rapidash,Rapidash [Pokemon Center NY] #51,$55.38 ,$65.13 ,$275.20 ,https://storage.googleapis.com/images.pricecharting.com/stc4fgdnv6srf7s6/60.jpg
Promo,Rapidash,Rapidash #51,$29.57 ,$44.83 ,$325.15 ,https://storage.googleapis.com/images.pricecharting.com/ojyhata4554zymeg/60.jpg
Promo,Rapidash,Rapidash #SWSH270,$2.68 ,$60.00 ,,https://storage.googleapis.com/images.pricecharting.com/920ad826163b315853f4358216d130f6d9fb8ecaaf6e545b9f7d63f09abb0748/60.jpg
Promo,Celebi & Venusaur,Celebi & Venusaur GX #SM167,$54.33 ,$81.50 ,$365.00 ,https://storage.googleapis.com/images.pricecharting.com/e0690f664b0b4810074f410ac77c824cca5e88ddee98d76370b77310e4565b9f/60.jpg
Promo,Landorus,Landorus #BW79,$54.00 ,$303.40 ,$718.61 ,https://storage.googleapis.com/images.pricecharting.com/1c632fbb26b49747017244d0ab79dfc796082f7c262d2418099f8f9993c120ac/60.jpg
Promo,Landorus,Landorus #BW43,$15.00 ,$79.99 ,$230.29 ,https://storage.googleapis.com/images.pricecharting.com/40ac5da9277ccc2ab05ffe8073af862a1209fb40270948a79a5fbb8e6ee68a0f/60.jpg
Promo,Latios,Latios #XY79,$52.65 ,$798.45 ,$958.00 ,https://storage.googleapis.com/images.pricecharting.com/db6e8020ce7d24a0d6cad41ceb339142febbf93a5c22b44fb269122e4df7c3ff/60.jpg
Promo,Latios,Latios [Cracked Ice] #HGSS11,$27.35 ,,,https://storage.googleapis.com/images.pricecharting.com/gyd42dvaeno7kxrg/60.jpg
Promo,Latios,Latios #HGSS11,$21.40 ,$89.13 ,$349.99 ,https://storage.googleapis.com/images.pricecharting.com/b48a92e7e5a5701ccccf66700f5c0a8539c659b92a2b6c53a013f9cbb69640bd/60.jpg
Promo,Latios,Latios #015,$14.67 ,$175.00 ,"$1,299.99 ",https://storage.googleapis.com/images.pricecharting.com/2igoyonhzx2gl5jt/60.jpg
Promo,Latios,Latios #XY65,$9.38 ,$43.00 ,$109.17 ,https://storage.googleapis.com/images.pricecharting.com/e6173155e33dbda4932d9d4efd1794e696ef34e229908d71124089bc02b23dfc/60.jpg
Promo,Latios,Latios #SM88,$5.51 ,$49.73 ,$62.39 ,https://storage.googleapis.com/images.pricecharting.com/f6c695f42f19498266fab81ff51dd08b0a3e0c21e64c6d5d31e678ff12e43177/60.jpg
Promo,Latios,Latios EX #XY72,$5.47 ,$45.00 ,$480.00 ,https://storage.googleapis.com/images.pricecharting.com/b6875e5bcd3f47e41babe505079907db7593efac6f6f914b2ac56ac35f39a414/60.jpg
Promo,Latios,Latios #SM136,$5.47 ,$39.00 ,$250.00 ,https://storage.googleapis.com/images.pricecharting.com/76ee1cc443dd73b4fcce7949e34ee77858a81b1d23fb6581a9145637db6df3c5/60.jpg
Promo,Flareon,Flareon VMAX #SWSH180,$52.60 ,$63.00 ,$539.97 ,https://storage.googleapis.com/images.pricecharting.com/832a8ed4f77a5a575ecf32fd2756c2e0c5420c7be13b09995ba617796ce3f3fd/60.jpg
Promo,Flareon,Flareon #BW88,$36.71 ,$169.24 ,"$1,255.00 ",https://storage.googleapis.com/images.pricecharting.com/c854b91013b047ccacc32cace19d02f07a8a03bc80287205d94c47d6ac406ebb/60.jpg
Promo,Flareon,Flareon VMAX [Jumbo] #SWSH180,$15.00 ,,,https://storage.googleapis.com/images.pricecharting.com/fy4aikperuwmssvo/60.jpg
Promo,Flareon,Flareon GX #SM171,$10.00 ,$27.00 ,$190.13 ,https://storage.googleapis.com/images.pricecharting.com/dotcx5lpfbaxxmom/60.jpg
Promo,Flareon,Flareon #SWSH041,$7.45 ,$20.25 ,$113.30 ,https://storage.googleapis.com/images.pricecharting.com/34944df53fc89e9264a1ae15a12e03a37236fc09558c462fe4f9ce6874e481c6/60.jpg
Promo,Flareon,Flareon #SM186,$2.25 ,$15.50 ,$42.24 ,https://storage.googleapis.com/images.pricecharting.com/251ae55464c188fd05fce8922de488dc720c7ebabac7200009bee8e3dc0d347d/60.jpg
Promo,Flareon,Flareon [Cosmos Holo] #167,$1.89 ,$18.51 ,$64.42 ,https://storage.googleapis.com/images.pricecharting.com/ohu43qpkydg7u7af/60.jpg
Promo,Lucario,Lucario LV.X #DP12,$52.49 ,$331.47 ,"$1,042.84 ",https://storage.googleapis.com/images.pricecharting.com/c23d009ee619ddb0b78887e40f445d2617ba96d33c543f28f1c1f344ecb96db2/60.jpg
Promo,Magikarp & Wailord,Magikarp & Wailord GX #SM166,$52.11 ,$619.00 ,$675.36 ,https://storage.googleapis.com/images.pricecharting.com/tobx6ibd55ecz7ph/60.jpg
Promo,Magikarp & Wailord,Magikarp & Wailord GX [Jumbo] #SM166,$29.84 ,$194.99 ,,https://storage.googleapis.com/images.pricecharting.com/2g2vs54rzpctftgz/60.jpg
Promo,Latias,Latias #XY78,$51.70 ,$524.55 ,"$1,525.00 ",https://storage.googleapis.com/images.pricecharting.com/52b251bd39f30ebdd002b7eb8f4aed5a522663decf9854d11f1cb7a171bc4647/60.jpg
Promo,Latias,Latias #HGSS10,$25.00 ,$410.00 ,$492.00 ,https://storage.googleapis.com/images.pricecharting.com/c627bced75eb5db088f96a6e9105ae08ea0d8a02779c4735ebcff711204849ff/60.jpg
Promo,Latias,Latias #14,$10.49 ,$61.13 ,$654.47 ,https://storage.googleapis.com/images.pricecharting.com/f375e4c17418bad0889af351d49ed3794aba0c1fe489ae90a57ae4d2f4860863/60.jpg
Promo,Latias,Latias #SWSH171,$6.76 ,$22.00 ,$112.50 ,https://storage.googleapis.com/images.pricecharting.com/a3614bfd11576b96794ce47376b9e94ead35252da82f78c505ac618ccab61419/60.jpg
Promo,Latias,Latias #SM87,$6.28 ,$83.28 ,$473.65 ,https://storage.googleapis.com/images.pricecharting.com/80d77fa256c95557cbab14bc5935861010cfbb5fec9bf571b7347fa1090c99d3/60.jpg
Promo,Latias,Latias #SM135,$5.96 ,$57.81 ,$997.34 ,https://storage.googleapis.com/images.pricecharting.com/b61d6356eff2ff8187ec4a68b5e06e78a07f1b0e7830945aeb642b4e69da18e4/60.jpg
Promo,Latias,Mega Latias Ex [Jumbo] #11,$2.76 ,$27.00 ,,https://storage.googleapis.com/images.pricecharting.com/7g2b3rwkdgijsfii/60.jpg
Promo,Latias,Latias [Holo] #139,$2.53 ,$13.75 ,$87.99 ,https://storage.googleapis.com/images.pricecharting.com/kr4u4wetegpsjnci/60.jpg
Promo,Latias,Latias #139,$2.24 ,$17.87 ,$44.57 ,https://storage.googleapis.com/images.pricecharting.com/5p5pump35vpjd7ca/60.jpg
Promo,Latias,Mega Latias Ex #11,$1.21 ,$14.89 ,$29.18 ,https://storage.googleapis.com/images.pricecharting.com/lnerfwzrujlvfpro/60.jpg
Promo,Garchomp,Mega Garchomp EX #XY168,$51.62 ,$148.68 ,$505.08 ,https://storage.googleapis.com/images.pricecharting.com/699c07d4f9e4fad4c10ca734b7a439052271786fd0ae79c8046578e62e0bfd33/60.jpg
Promo,Garchomp,Garchomp EX #XY167,$11.98 ,$93.72 ,$500.01 ,https://storage.googleapis.com/images.pricecharting.com/68343fdee5c31ed93a134cc29fe3cb1841c601d696d5feb6a6be7e1a15d523b0/60.jpg
Promo,Garchomp,Garchomp EX #XY09,$7.27 ,$20.79 ,$96.67 ,https://storage.googleapis.com/images.pricecharting.com/0e9dbabe5b576af4010b2623a58026eeb4993ae00da90318f8979c3ea7b3c05e/60.jpg
Promo,Pichu,Pichu #35,$50.00 ,$90.62 ,$933.14 ,https://storage.googleapis.com/images.pricecharting.com/ba324d1fa785c3bd371ee749c00a50bf216e8669d52f36ca64c1bc7f7a4407a4/60.jpg
Promo,Pichu,Pichu [Nintendo World 2005] #59,$49.97 ,$201.41 ,$528.00 ,https://storage.googleapis.com/images.pricecharting.com/05b0d1d84d60ae48709772c7f03091fa37c71f6c035d32676bffaef2e5f98951/60.jpg
Promo,Charizard & Braixen,Charizard & Braixen GX #SM230,$49.99 ,$82.21 ,$416.23 ,https://storage.googleapis.com/images.pricecharting.com/d005de27d1477fc858d22efa4647698fd9a2556c126d43e6be1f4a7fdb73becb/60.jpg
Promo,Cleffa,Cleffa [Staff] #37,$49.99 ,$37.50 ,$300.00 ,https://storage.googleapis.com/images.pricecharting.com/847c44b3582d54d2b61bf8aef75cf033eb733177bd534867f004e87ab19700f2/60.jpg
Promo,Charizard & Braixen,Charizard & Braixen GX [Jumbo] #SM230,$19.26 ,,,https://storage.googleapis.com/images.pricecharting.com/nvdm6l6d44ac6ozd/60.jpg
Promo,Cleffa,Cleffa #37,$8.48 ,$42.00 ,$70.00 ,https://storage.googleapis.com/images.pricecharting.com/85fc6d4c2f3fdd12f436f6c07d68080f81c0016a1e3b1aced45ce49845731abc/60.jpg
Promo,Cleffa,Cleffa #31,$8.00 ,$30.75 ,$150.00 ,https://storage.googleapis.com/images.pricecharting.com/69d089c7aa477be641417918b14f93a61b28b5bb37e29bd17395ca9ce25e3c55/60.jpg
Promo,Cleffa,Cleffa #95,$1.47 ,$8.50 ,$63.35 ,https://storage.googleapis.com/images.pricecharting.com/cgmptsen3rlmbgk6/60.jpg
Promo,Celebi,Celebi #50,$49.88 ,$98.41 ,$357.86 ,https://storage.googleapis.com/images.pricecharting.com/e18e81bdec5edb7ae68438e240e634aac119e30f92e30745f4976b5a8248b6da/60.jpg
Promo,Celebi,Celebi #XY111,$32.14 ,$150.00 ,"$1,405.09 ",https://storage.googleapis.com/images.pricecharting.com/3790f5c69f90839aad5543adfe8ed44cce72b54f2251e0b33e7a1d369fc741c4/60.jpg
Promo,Celebi,Celebi #29,$28.90 ,$166.25 ,"$1,097.78 ",https://storage.googleapis.com/images.pricecharting.com/3c4eaeb003154b379efaf2182541678c50988e5bc08dc6841a9b0edd1e30e75f/60.jpg
Promo,Celebi,Celebi #XY93,$10.39 ,$48.47 ,$125.44 ,https://storage.googleapis.com/images.pricecharting.com/5cf8349896c46985fdadf2b74df6d48ea1a20ab34a09486bd954b056e84b14b9/60.jpg
Promo,Celebi,Celebi #XY187,$8.25 ,$63.77 ,$95.00 ,https://storage.googleapis.com/images.pricecharting.com/c9562f64ac0e8dfbaf21708cb60a0e0a614a61963ff65fbaa2a86cb5a3073cfe/60.jpg
Promo,Celebi,Celebi #SM224,$4.99 ,$40.00 ,$337.50 ,https://storage.googleapis.com/images.pricecharting.com/020b383badb9a23cfbb4405091996d3aee0f360b9c2dfc021fb9e86818dec4f8/60.jpg
Promo,Altaria,Altaria [Staff] #XY46,$49.72 ,$120.85 ,,https://storage.googleapis.com/images.pricecharting.com/827c8bb84d34aa9ae2c48cf267e09241c24465b2fefa5d4d570ec6f0e6c65e9c/60.jpg
Promo,Altaria,Altaria #XY46,$22.98 ,$77.18 ,$237.66 ,https://storage.googleapis.com/images.pricecharting.com/01c504bc132ef634e2e9f3b584c89c9896f2ba887b4cb0311e5e35d208bbf2a7/60.jpg
Promo,Shaymin,Shaymin #XY115,$49.70 ,$141.76 ,"$1,975.00 ",https://storage.googleapis.com/images.pricecharting.com/8185bf17073265020ea3c79c7ec72fff3233a37efd1242a84814b7dbb2f3dbad/60.jpg
Promo,Shaymin,Shaymin EX #XY148,$49.48 ,$168.05 ,"$3,000.00 ",https://storage.googleapis.com/images.pricecharting.com/a45b5d9e382e186dde6b7164c8fba62eb44f798db0e4d38c0d9800c879c6995f/60.jpg
Promo,Shaymin,Shaymin #XY188,$5.99 ,$21.63 ,$81.49 ,https://storage.googleapis.com/images.pricecharting.com/43de88b2ddab57801f2efde06d501e061179bdaf20bdaad47bf306ccf55a509b/60.jpg
Promo,Haunter,Haunter #27,$48.25 ,$74.99 ,"$1,334.85 ",https://storage.googleapis.com/images.pricecharting.com/6x6gz6mhlmmmunoy/60.jpg
Promo,Iron Thorns,Iron Thorns [Pokemon Center] #98,$45.30 ,$64.00 ,$313.47 ,https://storage.googleapis.com/images.pricecharting.com/qincpqhk3cznwss2/60.jpg
Promo,Iron Thorns,Iron Thorns #98,$3.04 ,$17.96 ,$50.78 ,https://storage.googleapis.com/images.pricecharting.com/indzlx52h2caxzvq/60.jpg
Promo,Zekrom,Zekrom #XY76,$45.02 ,$408.00 ,"$1,763.72 ",https://storage.googleapis.com/images.pricecharting.com/bsot6w7ufx7bvnf6/60.jpg
Promo,Zekrom,Zekrom GX #SM138,$17.55 ,$31.77 ,$40.00 ,https://storage.googleapis.com/images.pricecharting.com/63b8da98023138523e93cce14b98631a191acdda8f46b7e3e424ec96881255b7/60.jpg
Promo,Zekrom,Zekrom #BW24,$5.88 ,$42.08 ,$844.42 ,https://storage.googleapis.com/images.pricecharting.com/d1c5f2b2a7fe8dc9e7cfeb39867d56c2ab49588abe5fb2c9d5b719c6b4bb1e59/60.jpg
Promo,Zekrom,Zekrom EX #BW38,$5.73 ,$72.91 ,$277.91 ,https://storage.googleapis.com/images.pricecharting.com/f99ebe18303f2f3d79ae6b9ce5e2912fc8f2d0dacfd759ea0fff5e83a479a54a/60.jpg
Promo,Zekrom,Zekrom #BW005,$3.38 ,$25.00 ,$80.87 ,https://storage.googleapis.com/images.pricecharting.com/4f6e6d18f54a79cfb3ee5e80407991ec212963c70efda2e23da7e910fbe8e4f9/60.jpg
Promo,Lucario & Melmetal,Lucario & Melmetal GX #SM192,$45.00 ,$66.75 ,$185.60 ,https://storage.googleapis.com/images.pricecharting.com/b21465f70690d2517b675a8ba7837b9fde86cdae451f6c2bfc3088f4f594dde9/60.jpg
Promo,Rayquaza,Rayquaza C LV.X #DP47,$45.00 ,"$1,953.25 ","$2,344.00 ",https://storage.googleapis.com/images.pricecharting.com/730c5a8180233805f0e566ff8f80e28561e7c8b322111f7746bc7cede8cb8d1d/60.jpg
