Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Light Dewgong #45,$2.50,$19.00,$42.00,https://storage.googleapis.com/images.pricecharting.com/f9b579aa6b93a51505b5717ab284c090ecb232e5705118e98a652708bf6492c5/60.jpg
Light Flareon [1st Edition] #46,$50.00,$86.00,$372.79,https://storage.googleapis.com/images.pricecharting.com/f48e6bbee6356dd3e4cc0d82bf0d6b6194d3b302eb1e5b6b6f5017fd87ac505d/60.jpg
Dark Slowking [1st Edition] #20,$85.11,$193.05,"$1,162.50",https://storage.googleapis.com/images.pricecharting.com/0ad94b2b5dfa59ee1abbfbd1304b91573040636c151bded65c5100dc58264add/60.jpg
Dark Haunter [1st Edition] #36,$55.00,$84.43,$299.99,https://storage.googleapis.com/images.pricecharting.com/5a258933e4a6ed710b62e237a2d7db8cda098cd9ad42670f574b16cdfefe0cb4/60.jpg
Chansey #31,$10.74,$28.72,$115.06,https://storage.googleapis.com/images.pricecharting.com/ffd01be34ae5aa02cc55d91f03512ba984e16de90457e3222e470c660169ffac/60.jpg
Gastly #65,$2.42,$18.50,$36.35,https://storage.googleapis.com/images.pricecharting.com/e3abe0eb1c75d335dd58525ff8053191d27e3109ccec6645593e4a147dca2f29/60.jpg
Dark Ampharos [1st Edition] #1,$147.92,$484.29,"$2,112.50",https://storage.googleapis.com/images.pricecharting.com/f8f523314a1cbefa4487377258046936f0692a2fa14896e2ce3e59dcc93ebdff/60.jpg
Dark Porygon2 [1st Edition] #8,$115.35,$220.00,"$1,625.00",https://storage.googleapis.com/images.pricecharting.com/dda898fcc12cdea3e0f9401c314fcc764e370a86eced82f91e9897ef5b84f033/60.jpg
Light Ninetales [1st Edition] #50,$37.49,$82.00,$300.00,https://storage.googleapis.com/images.pricecharting.com/27530a17925225dcb06f0c4f03b88e9dcda64ca8dc2eafdd00b34cdaf55bb1fb/60.jpg
Dark Crobat [1st Edition] #2,$116.35,$311.35,$773.54,https://storage.googleapis.com/images.pricecharting.com/5bc7dcdfe93d6db20da3d9ee3b307be486341c4b4ae5651d6226286c9618b8cb/60.jpg
Dark Flaaffy #34,$4.07,$15.42,$74.00,https://storage.googleapis.com/images.pricecharting.com/154fa65c6883cc53d0f01ed0c362b733d9ebc22ae73e0236c351aa02b6fda06f/60.jpg
Light Azumarill [1st Edition] #13,$78.75,$175.00,$967.94,https://storage.googleapis.com/images.pricecharting.com/ce5f1c6c2c6b37615b34548cbf766fd6332fd4b0a302369d91deac75cd5d0539/60.jpg
Dark Ursaring #21,$13.27,$28.00,$82.74,https://storage.googleapis.com/images.pricecharting.com/cfef7f4723d28d5f55e13750cd99881418ce9603069bab425383e427458eb4b2/60.jpg
Vulpix #91,$2.47,$25.96,$53.59,https://storage.googleapis.com/images.pricecharting.com/h74bqquxmv7ash7u/60.jpg
Dark Exeggutor #33,$5.41,$22.68,$40.27,https://storage.googleapis.com/images.pricecharting.com/5daac744d63f0b447eb36f1c640b5cc51e285bcea1ce1d797c0e03a83cb43320/60.jpg
Totodile [1st Edition] #85,$14.88,$44.00,$260.79,https://storage.googleapis.com/images.pricecharting.com/f929cfcbbf75faf9f7cf617e79bff8c672e0dcda4d35d4e9185093df9e0d98cf/60.jpg
Dark Magcargo #18,$3.66,$24.55,$63.68,https://storage.googleapis.com/images.pricecharting.com/21df28329b55a516fd57158a636ea3ede128170014aa0b82ab2ebecbfb6c381c/60.jpg
Light Slowbro [1st Edition] #51,$50.00,$86.34,$460.00,https://storage.googleapis.com/images.pricecharting.com/39e2ebba10bf2702c4a35a5b7b3cc7207ec5467038743c76217407aeb54ed98c/60.jpg
Togepi [1st Edition] #56,$35.00,$58.00,$149.99,https://storage.googleapis.com/images.pricecharting.com/a82891125fa7cdf3b3a54b5d1aec32eb4d7a5a7770884326377ee622b3643904/60.jpg
Dark Omanyte #37,$4.00,$17.40,$50.79,https://storage.googleapis.com/images.pricecharting.com/51d39da6c0701175eb150b492fa7d78dac1a2d2f8a31cccbdcf44397256653d8/60.jpg
Light Dragonair [1st Edition] #22,$69.71,$109.99,$339.97,https://storage.googleapis.com/images.pricecharting.com/51cd605dc9fce4b3f30334be6d194d1f559a4f552ffbc3f7bb90150b45c1557b/60.jpg
Hitmonlee #42,$2.35,$22.49,$50.63,https://storage.googleapis.com/images.pricecharting.com/93c2555ec72e4ea38e1648087b24204642359a6ee7ac1346d83d4ea7612e1889/60.jpg
Dark Octillery #62,$1.80,$16.34,$23.48,https://storage.googleapis.com/images.pricecharting.com/a812e72db07d7a2c1a76f2958fc3ba8c1b3a5a1c749b3ed89a53d6588490abed/60.jpg
Jigglypuff #44,$11.25,$30.70,$55.73,https://storage.googleapis.com/images.pricecharting.com/b5aceed605d87bfd5a4c19847760f9e81aaa4db0b8549c5b5dfc81e370714b06/60.jpg
Light Sunflora #72,$2.47,$7.00,$30.49,https://storage.googleapis.com/images.pricecharting.com/291e3a39c48f8dd13d9eea5498ebdb02b84fbe776fcf6102a4a69d47d2b69848/60.jpg
Dark Donphan [1st Edition] #3,$74.65,$150.00,$771.00,https://storage.googleapis.com/images.pricecharting.com/7faa8a44fa594c6299cf0b1923951c82c5178088f114ff504e90b88f2ece6c3e/60.jpg
Hitmonchan #69,$2.58,$27.15,$48.88,https://storage.googleapis.com/images.pricecharting.com/761ac593a761b6ba4ea7464091e8b440943f3054d74cec80ab25418d829a890c/60.jpg
Unown T #88,$1.93,$14.50,$54.88,https://storage.googleapis.com/images.pricecharting.com/c7b110434a34275dc4848ef4eae56adfd7fcd1a716ed5ee92151f261d7c8af6d/60.jpg
Girafarig #66,$3.00,$18.94,$27.28,https://storage.googleapis.com/images.pricecharting.com/cffca2fcc95246f93622a45202121ce1830b903ed528eee2c7eb185801a10027/60.jpg
Machop #73,$1.33,$14.73,$36.25,https://storage.googleapis.com/images.pricecharting.com/5cae8a5efbd926607aaa1613d2894c1d992987273f20e44d04a458722a70a112/60.jpg
Dark Omastar #19,$13.60,$25.00,$53.18,https://storage.googleapis.com/images.pricecharting.com/60346e0c0fb4afc363d8fd1abfb846baf84191efdd015acf5e14f8012eac0437/60.jpg
Light Piloswine #26,$12.51,$29.37,$109.98,https://storage.googleapis.com/images.pricecharting.com/dd5f2453372a86115fcbd7a9cdb05d2636cbed6339b7040e14e912261608a581/60.jpg
Growlithe [1st Edition] #68,$9.99,$31.49,$148.95,https://storage.googleapis.com/images.pricecharting.com/25e173e089c17345fa1251c704f811c4b04b74e43dc894b361a7b0ed92dc598d/60.jpg
Cyndaquil [1st Edition] #61,$9.65,$38.95,$199.00,https://storage.googleapis.com/images.pricecharting.com/01519c610c7e494c59ec1e4a8a98072aa24a6df703daac608cb3b8e6385e421d/60.jpg
Dark Quilava [1st Edition] #39,$11.21,$39.99,$272.50,https://storage.googleapis.com/images.pricecharting.com/87d3cd6b3c061bc6b9c88948c7d77345032ea3b2b3993eec76c185c64d249188/60.jpg
Unown S #87,$1.66,$20.04,$61.00,https://storage.googleapis.com/images.pricecharting.com/640ab28cfca7c116d9b86c5c9cb74ffaffea0a2b1a11fc21858b44d6777efc49/60.jpg
Unown H #28,$16.48,$21.00,$230.00,https://storage.googleapis.com/images.pricecharting.com/127e2f8df7e072905147ede64ec29536cd18b8d107e3d2775d3d31850da61e3b/60.jpg
Dratini [1st Edition] #63,$10.49,$32.00,$115.00,https://storage.googleapis.com/images.pricecharting.com/8ef0ca519e5cdff6a8c16a8f9cf6bf9b11fca9db8349d3cb9f1e4386296d9afb/60.jpg
Seel #81,$1.99,$18.33,$29.81,https://storage.googleapis.com/images.pricecharting.com/1dca69871b3a0c2736e60d98d2d450fc06381ec7ea13e04cdb617d1e942edacf/60.jpg
Porygon #78,$2.00,$133.00,$160.00,https://storage.googleapis.com/images.pricecharting.com/1b162b3d982ae890c0cd8bea0c1b008b11a3fdfafcb42d5f1ded64ac0bf2d6b0/60.jpg
Light Wigglytuff [1st Edition] #54,$25.00,$55.00,$154.05,https://storage.googleapis.com/images.pricecharting.com/29e563c1f70fb825ad5262b16b9e11b07c0bf40944896a3ad0b3dcee6a426541/60.jpg
Light Ledian #24,$10.19,$22.04,$76.41,https://storage.googleapis.com/images.pricecharting.com/e0c44ca63ef62fc0a79d40603540538be12388340e4dba90ade21c69e88a9b8a/60.jpg
Gligar #67,$1.30,$10.95,$60.00,https://storage.googleapis.com/images.pricecharting.com/4af7edf2c7344d4121026472568ffaa96bd1818d2fe32d41bd49071e3b6831cc/60.jpg
Unown L #86,$2.25,$7.07,$24.06,https://storage.googleapis.com/images.pricecharting.com/2f241ddd619cd364095c0c98531a0ee8e6778e6289003151a5405252acb213c3/60.jpg
Light Machamp [1st Edition] #25,$39.99,$60.00,$141.34,https://storage.googleapis.com/images.pricecharting.com/f9f5041e8fa910786c54fa0df44e352ed70e122c412bf268426dbf48ad6f0c23/60.jpg
Dark Wigglytuff [1st Edition] #40,$19.99,$50.00,$286.93,https://storage.googleapis.com/images.pricecharting.com/a7dd3cacce8897edc3fe865aa41621f4c2bec96a9c730f64d67d9394f1e6a471/60.jpg
Miracle Energy #16,$18.57,$52.50,$194.61,https://storage.googleapis.com/images.pricecharting.com/4353906dbd0592362f1fcc54c8b98f8ec998b159d57381279936ac1a2b9b7697/60.jpg
Gastly [1st Edition] #65,$7.99,$29.57,$247.09,https://storage.googleapis.com/images.pricecharting.com/9f1cfb60da63a1410e57869d5e3fc7c94b727ed47840ba4f0219f88831596163/60.jpg
Dark Croconaw #32,$4.10,$18.01,$58.24,https://storage.googleapis.com/images.pricecharting.com/6aa2bacfb9a9b6c5f13dfa5213ca44cc3df4abedac88f82db878912a1d7880c0/60.jpg
Unown X #30,$16.37,$19.61,$35.00,https://storage.googleapis.com/images.pricecharting.com/06fa1696afc759086c1f3ae2cbd1abaf6ae07da8695227ade5a9dd068dd1f533/60.jpg
Dark Forretress #35,$3.25,$20.36,$40.45,https://storage.googleapis.com/images.pricecharting.com/344508bd13a392560965181c0b3a2afc6b0c76f95d51f12fed168172e9d1ed9c/60.jpg
Houndour #43,$3.99,$17.00,$77.66,https://storage.googleapis.com/images.pricecharting.com/7d9cbc0f026ce696c9571c45d78a645eaec02d310546995050e3efc21a0b4ae3/60.jpg
Light Golduck [1st Edition] #47,$10.99,$29.99,$71.75,https://storage.googleapis.com/images.pricecharting.com/528948bfa1a7c95e50a0c438484a4eba48249d7d4c5493b40c76225d3d7d810b/60.jpg
Chansey [1st Edition] #31,$25.99,$44.31,$205.00,https://storage.googleapis.com/images.pricecharting.com/350ba99c728cfca52d1c513270ead1f5e53a42008facab112215593c4e17ee48/60.jpg
Light Venomoth #53,$4.01,$27.99,$124.99,https://storage.googleapis.com/images.pricecharting.com/7c8534308971550e7dfc57734552659293bd797afd3a3115584a2a41c87c40f6/60.jpg
Hitmonchan [1st Edition] #69,$7.90,$39.34,$177.92,https://storage.googleapis.com/images.pricecharting.com/db91dccddea90074bb915c096abb00f8263adfc8b09f44cb79174418d956e785/60.jpg
