Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Butterfree,Butterfree [Reverse Holo] #21,$94.85,$365.31,"$1,052.30",https://storage.googleapis.com/images.pricecharting.com/866d706329f08f5b3a2de3944566ea335403712ae4b9514fdfbc7eed8015e753/60.jpg
Butterfree,Butterfree #21,$4.98,$88.00,$118.99,https://storage.googleapis.com/images.pricecharting.com/e34e00ccbeab8ee2cc3a00b10868380a7a5f102ce16106514a35f86287e7ff7d/60.jpg
Kabutops,Kabutops [Reverse Holo] #27,$92.25,$437.16,"$1,375.00",https://storage.googleapis.com/images.pricecharting.com/e8665ccbf1b06bbca867f684b570317f5bee4df83c01fac86d1f39ad08b313d6/60.jpg
Kabutops,Kabutops #27,$7.21,$50.00,$65.01,https://storage.googleapis.com/images.pricecharting.com/7e7ad2dfbf5e258fc16ebf39838e3a9d795dd97e75c11c2af156a25aa5a27db2/60.jpg
Magneton,Magneton [Reverse Holo] #28,$90.00,$306.75,$657.41,https://storage.googleapis.com/images.pricecharting.com/da2b354085e3585e22adf0e38d1793256c6085c31234f7e82687428c35fbe4fe/60.jpg
Magneton,Magneton #28,$2.82,$130.00,$156.00,https://storage.googleapis.com/images.pricecharting.com/c0d12b09b3ca601eb179ae21b81495a3dc06bedb50c30b2a4047fc908f4f829e/60.jpg
Pidgeot,Pidgeot [Reverse Holo] #33,$88.59,$213.84,$956.58,https://storage.googleapis.com/images.pricecharting.com/6c5644364f1a70eac47c6b231aa0c2f8a58e7c975bb2ddb1b9e6c7009f4a104e/60.jpg
Pidgeot,Pidgeot #33,$6.10,$32.44,$131.81,https://storage.googleapis.com/images.pricecharting.com/32aae46bb46a49c1dadf9e460490384ceae1394b35ea401e9b672d2b1fb26988/60.jpg
Graveler,Graveler [Reverse Holo] #44,$85.40,$160.95,"$1,298.98",https://storage.googleapis.com/images.pricecharting.com/f62ab1499059bc9a888cec63280e0842329ef1161e244d22f213795e3b4db901/60.jpg
Graveler,Graveler #44,$1.94,$97.00,$116.00,https://storage.googleapis.com/images.pricecharting.com/b737647c32462c9e60355f6160940ca9c45e1c7577a5abb8ab9742ea0e82730e/60.jpg
Abra,Abra [Reverse Holo] #67,$82.08,$410.53,"$1,137.50",https://storage.googleapis.com/images.pricecharting.com/df1138b71606c66ce6b9813f93a77c2828b93c2290c194769ea20e73eae53b6f/60.jpg
