Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Pikachu,Pikachu #SM206,$15.00 ,$61.18 ,$335.53 ,https://storage.googleapis.com/images.pricecharting.com/4d454bf8fae8127dc697ca0f8e40ca5fe3341bba798c6ce3b31195f28642cc89/60.jpg
Pikachu,Pikachu #190,$14.55 ,$19.75 ,$99.75 ,https://storage.googleapis.com/images.pricecharting.com/xadazmqi7dtp5pha/60.jpg
Pikachu,Pikachu #SM234,$13.99 ,$49.43 ,$327.24 ,https://storage.googleapis.com/images.pricecharting.com/82ead9ceacee5ba311d64e93e133b59c7eea3c16b9a57f559addb5f294203b44/60.jpg
Pikachu,Pikachu [General Mills 2017] #SM86,$13.88 ,$200.00 ,"$1,800.00 ",https://storage.googleapis.com/images.pricecharting.com/ltimjbqdgj3drsfe/60.jpg
Pikachu,Pikachu #SM81,$13.66 ,$42.00 ,$185.00 ,https://storage.googleapis.com/images.pricecharting.com/392a7ec75a38d19188ce5bbef978258b2f83170e58f580a1b178a809faaa37ce/60.jpg
Pikachu,Pikachu EX #XY174,$12.72 ,$77.00 ,$467.50 ,https://storage.googleapis.com/images.pricecharting.com/995c7ee7d71f0bbf9a835887694327500285830bed2e563c5f89108c866109a9/60.jpg
Pikachu,Pikachu #SM04,$11.95 ,$30.51 ,$330.65 ,https://storage.googleapis.com/images.pricecharting.com/07c95047a3f95038be0974e52f5d5317d272c11070578abd371fd3f1b73bd950/60.jpg
Pikachu,Pikachu #214,$11.93 ,$25.54 ,$151.54 ,https://storage.googleapis.com/images.pricecharting.com/mmt325jliq4hubs4/60.jpg
Pikachu,Pikachu #SM227,$10.82 ,$43.24 ,$633.55 ,https://storage.googleapis.com/images.pricecharting.com/d69fc6d88c6a8b1a9aefee83ebf22d7e0f62089f43afe1d76ae3ab25e9e632ff/60.jpg
Pikachu,Pikachu Ex #106,$10.49 ,$23.50 ,$185.00 ,https://storage.googleapis.com/images.pricecharting.com/a42a2e07e89e10a8a3267194ce92c617e89d8c6745c918e677b7a0e844da66df/60.jpg
Pikachu,Pikachu GX #SM232,$9.99 ,$39.59 ,$313.50 ,https://storage.googleapis.com/images.pricecharting.com/iargsnhmmg3y5axl/60.jpg
Pikachu,Pikachu #XY89,$9.10 ,$77.00 ,$117.14 ,https://storage.googleapis.com/images.pricecharting.com/8f9b7f441b93478903f5d2b89fdf7633e6efee7bd08018ae41dfd77f790ac6f3/60.jpg
Pikachu,Pikachu #SM76,$9.00 ,$67.90 ,"$1,000.00 ",https://storage.googleapis.com/images.pricecharting.com/6e8928b3cf7c04ec085992da151f7814231f0615cedf24060917cddf197d55bc/60.jpg
Pikachu,Pikachu #SM183,$8.41 ,$40.60 ,$183.71 ,https://storage.googleapis.com/images.pricecharting.com/77ad094511a824b80ff01104ec474f5a31419dec83bd8e56bd9fea927a3b3441/60.jpg
Pikachu,Pikachu GX [Jumbo] #SM232,$8.07 ,,,https://storage.googleapis.com/images.pricecharting.com/34a98deb2f2d577d0c1e7fda87ecce1e3baddc31806e5e7244f2a3b502efc040/60.jpg
Pikachu,Pikachu #SWSH039,$6.53 ,$24.50 ,$199.99 ,https://storage.googleapis.com/images.pricecharting.com/sq7wjpbq4yjsewhc/60.jpg
Pikachu,Pikachu [Single Pack Blisters] #SWSH039,$6.16 ,$24.00 ,$243.78 ,https://storage.googleapis.com/images.pricecharting.com/dn4vnssksd3h44vy/60.jpg
Pikachu,Pikachu [World Championships] #225,$6.00 ,$23.78 ,$145.00 ,https://storage.googleapis.com/images.pricecharting.com/sa7svb6l63ybxvku/60.jpg
Pikachu,Pikachu [Cosmos Holo] #SWSH234,$5.99 ,$28.11 ,,https://storage.googleapis.com/images.pricecharting.com/dvjpggtp3q4grpzw/60.jpg
Pikachu,Pikachu VMax #SWSH286,$5.49 ,$20.75 ,$192.50 ,https://storage.googleapis.com/images.pricecharting.com/9c7257f9573648edf49f876d64f3d2666704d4dc37eda391ae73964668967638/60.jpg
Pikachu,Pikachu VMax [Jumbo] #SWSH286,$5.13 ,,$349.99 ,https://storage.googleapis.com/images.pricecharting.com/c6326d13d7260c436fbd2326fe312bd55ac3b5c4265802af1f4a0aa2757758a4/60.jpg
Pikachu,Pikachu #SWSH234,$4.02 ,$27.66 ,$235.57 ,https://storage.googleapis.com/images.pricecharting.com/3d87cd27cae89d73132824a9189b0f15855f3201b8f1e85798d6d976deac52de/60.jpg
Pikachu,Pikachu VMAX [Jumbo] #286,$3.68 ,$58.00 ,$293.00 ,https://storage.googleapis.com/images.pricecharting.com/corrtxstz74bhtd2g4tz/60.jpg
Eevee & Snorlax Tin,Eevee & Snorlax GX Tin,$515.45 ,,,https://storage.googleapis.com/images.pricecharting.com/vv26uicfod5oxmyj/60.jpg
Charizard,Charizard [Staff] #SWSH066,$513.03 ,$438.07 ,"$1,515.73 ",https://storage.googleapis.com/images.pricecharting.com/bde61a970de5d0a0c79c3299dfc88e8749b3b30eb9e434c2477e35b5bdc67d02/60.jpg
Charizard,Charizard [Staff] #SM158,$346.12 ,$663.00 ,"$5,003.64 ",https://storage.googleapis.com/images.pricecharting.com/d0efca760e340e5cd4f55dea322d66de2902bc921d0365b5cb65361c7399ab5d/60.jpg
Charizard,Charizard EX #XY121,$108.01 ,$476.12 ,"$3,585.71 ",https://storage.googleapis.com/images.pricecharting.com/7c8b497b3b0458f65dd32d2a2d38f23ee5e4cf71ddcb05e31116225dc12bad2e/60.jpg
Charizard,Charizard #SM158,$85.00 ,$118.65 ,"$1,001.00 ",https://storage.googleapis.com/images.pricecharting.com/5c2ef5c16ae9fec8358e3aa250fae8d4e0733fcd937b9332dc62742de5430533/60.jpg
Charizard,Charizard #SWSH066,$67.90 ,$56.54 ,$189.99 ,https://storage.googleapis.com/images.pricecharting.com/f2bd27dfddd340fdbf88d5d73e43554a58126b7e0f572fe5fa3426019bfe7e75/60.jpg
Charizard,Charizard VStar #SWSH262,$67.78 ,$85.31 ,$945.21 ,https://storage.googleapis.com/images.pricecharting.com/f9763f876795ae797afdfe97628cee8db120e2109a4329568d74ce6e1d5d066a/60.jpg
Charizard,Charizard #351/S-P,$58.17 ,,$173.27 ,https://storage.googleapis.com/images.pricecharting.com/smj6v2yrlbyayho7/60.jpg
Charizard,Charizard [KFC] #181/SM-P,$48.10 ,$62.45 ,$234.54 ,https://storage.googleapis.com/images.pricecharting.com/v6nqpgszg445js4p/60.jpg
Charizard,Charizard VMax #SWSH261,$33.40 ,$57.52 ,$413.79 ,https://storage.googleapis.com/images.pricecharting.com/pgxwl3soi7bk53ws/60.jpg
Charizard,Charizard #SM226,$33.00 ,$125.21 ,"$1,259.87 ",https://storage.googleapis.com/images.pricecharting.com/c4f5b5efcfd9e182630bcf5fd12cda33968fe331121c71830b7886db655929d0/60.jpg
Charizard,Charizard GX #SM60,$31.00 ,$122.05 ,"$1,000.08 ",https://storage.googleapis.com/images.pricecharting.com/04c96cdf85cfdd740568a8456ca3baf8375fdf2b79a9b59cea81ee4a1edcf3ac/60.jpg
Charizard,Charizard EX [Jumbo] #XY121,$24.68 ,,,https://storage.googleapis.com/images.pricecharting.com/nd55jjfi3mkcf3eh/60.jpg
Charizard,Charizard EX #XY17,$21.69 ,$183.47 ,$710.00 ,https://storage.googleapis.com/images.pricecharting.com/a8f2b7c056ac082b375607c63134edc6790e894a7304605c3e4a04fe104873af/60.jpg
Charizard,Charizard ex #74,$20.27 ,$36.58 ,$143.35 ,https://storage.googleapis.com/images.pricecharting.com/2445587a1eafde49b4d88c61c96ea020ddbae072ab2fa1d3e0c87ca80c6aae6f/60.jpg
Charizard,Charizard GX [Jumbo] #SM60,$20.25 ,$166.31 ,,https://storage.googleapis.com/images.pricecharting.com/7f68600d47d9728866be72577645defa17360bd7a24610ded8ce6b740f5a3c53/60.jpg
Charizard,Charizard GX #SM195,$18.01 ,$60.00 ,$230.00 ,https://storage.googleapis.com/images.pricecharting.com/55450b703ca8f688db3edee6ce509a1fd7472468bb64e035ab7651723de26301/60.jpg
Charizard,Charizard ex #56,$14.38 ,$37.21 ,$116.00 ,https://storage.googleapis.com/images.pricecharting.com/ttux656zr6rmqci7/60.jpg
Charizard,Charizard GX [Jumbo] #SM195,$13.73 ,$50.00 ,$457.50 ,https://storage.googleapis.com/images.pricecharting.com/e6a44af317a85a777cbe8ffd92d095660302455fbf1fbec4f4b717f31e9d0b5c/60.jpg
Charizard,Charizard EX #XY29,$13.48 ,$49.17 ,$295.00 ,https://storage.googleapis.com/images.pricecharting.com/98a10d3252fe3f667d9da7e3d3d71d95d69538455a268c708d5b9c66ac252eba/60.jpg
Charizard,Charizard EX [Jumbo] #17 [Black Star Promo XY17] /2014,$11.99 ,,"$4,500.00 ",https://storage.googleapis.com/images.pricecharting.com/rhogssxmmup3psd5/60.jpg
Charizard,Charizard EX [Jumbo] #XY17,$11.03 ,$225.48 ,,https://storage.googleapis.com/images.pricecharting.com/496322e0e501a1bd511065526f2fdcdbaefc729b0333df8666c5d2dc6aa8b7cd/60.jpg
Charizard,Charizard GX #SM211,$9.99 ,$28.75 ,$87.50 ,https://storage.googleapis.com/images.pricecharting.com/nzhvwo7hkahkff4l/60.jpg
Charizard,Charizard GX [Jumbo] #SM211,$8.88 ,$60.71 ,$330.00 ,https://storage.googleapis.com/images.pricecharting.com/9c2f5033a38d4de7e4925f88b5f74d4839859828ea5c82bcc902637f6d08884e/60.jpg
Charizard,Charizard ex #161,$6.18 ,$25.00 ,$206.50 ,https://storage.googleapis.com/images.pricecharting.com/m2jvmru7tzqyellv/60.jpg
Charizard,Charizard Ex [Jumbo] #196,$5.27 ,$54.16 ,$203.75 ,https://storage.googleapis.com/images.pricecharting.com/jnblxdlzomxjggz4/60.jpg
Charizard,Charizard Ex #196,$4.75 ,$21.00 ,$96.00 ,https://storage.googleapis.com/images.pricecharting.com/gu7qsahx7w3xuyyg/60.jpg
Charizard,Charizard #2/PCG-P [Japanese Battle Spring] /2004,,,,https://storage.googleapis.com/images.pricecharting.com/ddb2f5a58e7e326e37959ffbbc9b27579761444b5b270969a12dff3b6b90a7aa/60.jpg
Special Delivery Pikachu,Special Delivery Pikachu #SWSH074,$478.75 ,$458.88 ,"$1,991.48 ",https://storage.googleapis.com/images.pricecharting.com/e8b03fb0a68d7eebdcb4973d05d386691957381c1599bb11e2de512f36d75e23/60.jpg
Perona,Perona [Championship 25-26 Finalist] #OP10-092,$475.99 ,,,https://storage.googleapis.com/images.pricecharting.com/uhhpdytalnnwixc5/60.jpg
Celebi & Venusaur Tin,Celebi & Venusaur Tin,$447.79 ,,,https://storage.googleapis.com/images.pricecharting.com/cmbkmhm6rgbsk4yq/60.jpg
Paradise Resort,Paradise Resort [Staff] #150,$350.00 ,,$724.98 ,https://storage.googleapis.com/images.pricecharting.com/iwmpsu5hniiraf3o/60.jpg
Paradise Resort,Paradise Resort #150,$217.53 ,$299.00 ,$499.00 ,https://storage.googleapis.com/images.pricecharting.com/5s5nun6uko5yyu4d/60.jpg
Paradise Resort,Paradise Resort [World Championships 2025] #224,$171.88 ,$208.50 ,$676.25 ,https://storage.googleapis.com/images.pricecharting.com/yktjses7r5plzwno/60.jpg
Lucario,Lucario [Staff] #SWSH186,$349.11 ,$386.00 ,,https://storage.googleapis.com/images.pricecharting.com/uu4q56cm2xummkjz/60.jpg
Lucario,Lucario #BW85,$221.61 ,$676.49 ,"$1,595.54 ",https://storage.googleapis.com/images.pricecharting.com/02a0df2f60a1df701f119b9b673b370d262d539db10f21d02c132d8bc7a2740b/60.jpg
Lucario,Lucario [Staff] #SM95,$74.99 ,$192.00 ,,https://storage.googleapis.com/images.pricecharting.com/d1821c839934fe36b889d5876994c81e0fd824bce07aff1bc2f9b983164d884a/60.jpg
Lucario,Mega Lucario EX #33,$19.99 ,,,https://storage.googleapis.com/images.pricecharting.com/p42ghgjznxapo3n6/60.jpg
Lucario,Lucario #SM95,$18.85 ,$53.92 ,$129.16 ,https://storage.googleapis.com/images.pricecharting.com/448eb19230691845a3eaf735001b3a551352dc1404fbffa8fdbc74628a1462f9/60.jpg
