Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Snorlax [Master Ball] #143,,,,https://storage.googleapis.com/images.pricecharting.com/xm2erqkbrhxnob7r/60.jpg
Articuno [Master Ball] #144,,,,https://storage.googleapis.com/images.pricecharting.com/yrbsvzvge2y7n7dw/60.jpg
Doduo #162,$4.75,$16.94,$50.87,https://storage.googleapis.com/images.pricecharting.com/bu23lyoetf7lasjx/60.jpg
Beedrill #15,$1.75,,,https://storage.googleapis.com/images.pricecharting.com/cdi5c3nijvnjtdes/60.jpg
Sandslash #28,$15.88,,,https://storage.googleapis.com/images.pricecharting.com/4yaumwywi3ygeonb/60.jpg
Clefairy [Reverse] #35,$1.40,,,https://storage.googleapis.com/images.pricecharting.com/32w3ewjjhhk5ryz7/60.jpg
Vulpix [Master Ball] #37,,,,https://storage.googleapis.com/images.pricecharting.com/gahz5bpkk2e7bt4h/60.jpg
Gloom #44,,,,https://storage.googleapis.com/images.pricecharting.com/lezhdetmle5k2b6s/60.jpg
Parasect [Master Ball] #47,,,,https://storage.googleapis.com/images.pricecharting.com/tynrddnsnv5b637r/60.jpg
Golduck [Master Ball] #55,,,,https://storage.googleapis.com/images.pricecharting.com/akmfs65l5oqfk64v/60.jpg
Tentacruel [Master Ball] #73,,,,https://storage.googleapis.com/images.pricecharting.com/au3p5aarjjafgtat/60.jpg
Geodude [Master Ball] #74,,,,https://storage.googleapis.com/images.pricecharting.com/7tinagdpgq4n2f4u/60.jpg
Cloyster #91,$2.00,,,https://storage.googleapis.com/images.pricecharting.com/fhygm7g3kagcgqml/60.jpg
Onix #95,,,,https://storage.googleapis.com/images.pricecharting.com/jfqcupe6znrdvydv/60.jpg
Lickitung [Master Ball] #108,,,,https://storage.googleapis.com/images.pricecharting.com/ftmg3wgoifc6m5vk/60.jpg
Magikarp [Master Ball] #129,,,,https://storage.googleapis.com/images.pricecharting.com/xkayr336ly6dxkzb/60.jpg
Squirtle [Reverse] #7,$2.36,$13.34,$40.04,https://storage.googleapis.com/images.pricecharting.com/fe6es632zwun3mh2/60.jpg
Kakuna [Master Ball] #14,,,,https://storage.googleapis.com/images.pricecharting.com/5dleposcddysnjic/60.jpg
Pidgeot [Master Ball] #18,,,,https://storage.googleapis.com/images.pricecharting.com/vwoh46jnstcemz4w/60.jpg
Fearow #22,$3.82,,,https://storage.googleapis.com/images.pricecharting.com/tcu77gykep6h77oh/60.jpg
Nidoking [Master Ball] #34,,,,https://storage.googleapis.com/images.pricecharting.com/zvosmugyitkc3lzo/60.jpg
Diglett [Master Ball] #50,,,,https://storage.googleapis.com/images.pricecharting.com/xopievmocqfdzleq/60.jpg
Poliwhirl [Master Ball] #61,,,,https://storage.googleapis.com/images.pricecharting.com/gpyzjdd2lkrqsued/60.jpg
Machop #66,$1.50,,,https://storage.googleapis.com/images.pricecharting.com/pjgl7ec6jdek7mr7/60.jpg
Machamp [Reverse] #68,$5.00,,,https://storage.googleapis.com/images.pricecharting.com/eani33kphwefnec5/60.jpg
Muk #89,$4.99,,,https://storage.googleapis.com/images.pricecharting.com/xsuijpb2ucym3ehg/60.jpg
Shellder #90,$0.25,,,https://storage.googleapis.com/images.pricecharting.com/szcoitgxlxgb34by/60.jpg
Kingler [Master Ball] #99,,,,https://storage.googleapis.com/images.pricecharting.com/vjnw7bb3jq2t5sn2/60.jpg
Seaking #119,$2.11,,,https://storage.googleapis.com/images.pricecharting.com/mds7zfyc4a2mniha/60.jpg
Scyther [Master Ball] #123,,,,https://storage.googleapis.com/images.pricecharting.com/pm2qvrmtqrdivbyp/60.jpg
Zapdosex #190,,,,https://storage.googleapis.com/images.pricecharting.com/2flqccz4p7cmkolw/60.jpg
Metapod [Reverse] #11,,,,https://storage.googleapis.com/images.pricecharting.com/e6ohdzpczritpcze/60.jpg
Rattata [Master Ball] #19,,,,https://storage.googleapis.com/images.pricecharting.com/zga7b5spifseggy2/60.jpg
Fearow [Master Ball] #22,,,,https://storage.googleapis.com/images.pricecharting.com/po2s3p3pasgxp3ra/60.jpg
Fearow [Reverse] #22,$0.50,,,https://storage.googleapis.com/images.pricecharting.com/3km2k2b7qnorsscz/60.jpg
Nidoran #29,,,,https://storage.googleapis.com/images.pricecharting.com/5w5khl7tlg44btd7/60.jpg
Clefairy #35,$0.99,,,https://storage.googleapis.com/images.pricecharting.com/kl4xp7oh7of4ndrr/60.jpg
Mankey #56,,,,https://storage.googleapis.com/images.pricecharting.com/fjng32rrsmtjtxz2/60.jpg
Magnemite [Master Ball] #81,,,,https://storage.googleapis.com/images.pricecharting.com/5azx72h5qs7truo2/60.jpg
Farfetch'd [Master Ball] #83,,,,https://storage.googleapis.com/images.pricecharting.com/5llbww6iooc62h4d/60.jpg
Doduo #84,$1.00,$12.05,$36.18,https://storage.googleapis.com/images.pricecharting.com/jcakx6v65xhtdh3s/60.jpg
Drowzee [Master Ball] #96,,,,https://storage.googleapis.com/images.pricecharting.com/jrmvq52oofsczybp/60.jpg
Hypno [Master Ball] #97,,,,https://storage.googleapis.com/images.pricecharting.com/lfmox2nnz37gj32z/60.jpg
Exeggcute [Master Ball] #102,,,,https://storage.googleapis.com/images.pricecharting.com/atlgyifi4yruuwb7/60.jpg
Hitmonchan [Master Ball] #107,,,,https://storage.googleapis.com/images.pricecharting.com/u2sv7uxcxj2hvqrg/60.jpg
Rhydon #112,,,,https://storage.googleapis.com/images.pricecharting.com/56fyrrkzcj673umq/60.jpg
Seaking [Master Ball] #119,,,,https://storage.googleapis.com/images.pricecharting.com/vh57abkwuq5m6ka6/60.jpg
Mr. Mime [Master Ball] #122,,,,https://storage.googleapis.com/images.pricecharting.com/z52zjm66x2aa7fsp/60.jpg
Porygon [Master Ball] #137,,,,https://storage.googleapis.com/images.pricecharting.com/62pkjupe2nomg3yb/60.jpg
Moltres [Master Ball] #146,,,,https://storage.googleapis.com/images.pricecharting.com/xboyu2uuravampkr/60.jpg
