Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Nidoking #24,$9.34,$36.50,$54.75,https://storage.googleapis.com/images.pricecharting.com/b5ab4089d58ae3758f7df7a7e61f0428e7a470143fc9ceb752a9a6e30f67eb7f/60.jpg
Scizor #32,$49.10,$75.00,$85.00,https://storage.googleapis.com/images.pricecharting.com/f658d799f73a75869a3f959e410ad2574755362aef5b5ac37554b2eb0634e309/60.jpg
Horsea #84,$4.75,$33.00,$83.13,https://storage.googleapis.com/images.pricecharting.com/fc0d6b8f3320266761c9f9a6b8e95cf00e2096475fcfb5e45bc61045e6843fcc/60.jpg
Octillery #H20,$60.00,$250.00,"$1,499.00",https://storage.googleapis.com/images.pricecharting.com/a8c712d25f6524e9280ea7badd9abb19df60bca044f4f5ae5d32e209179eef6c/60.jpg
Magneton #H16,$56.25,$193.74,$740.19,https://storage.googleapis.com/images.pricecharting.com/e329aa287d973ab0d94d78c09a45ae9d14e8794f15142977668c09ad1b5fdb03/60.jpg
Entei #10,$27.30,$56.60,$115.04,https://storage.googleapis.com/images.pricecharting.com/f1b5eb5f17b50c54a1374f34d856c3693798b2a9e4dbde14b5863be3b6c217a3/60.jpg
Arcanine #2,$52.44,$103.78,$228.02,https://storage.googleapis.com/images.pricecharting.com/c42b9d1bb4eb3a5ef28f37fc0697dcb4d88b92f4edab1f63eb6bfddda68192c5/60.jpg
Growlithe #80,$14.50,$39.00,$99.97,https://storage.googleapis.com/images.pricecharting.com/a376e792647e6c2f9b323b51a79b9d2860aa0b5219a78a6d068e5daf0e590b5b/60.jpg
Onix #98,$4.75,$33.33,$95.00,https://storage.googleapis.com/images.pricecharting.com/eff84ac6076dd9e892726d78313b35a6423839df665e12156cc3284c1873bba1/60.jpg
Wooper [Reverse Holo] #66,$92.42,$264.98,"$1,200.00",https://storage.googleapis.com/images.pricecharting.com/nqtgkfjg6lcyxalp/60.jpg
Wooper [Reverse Holo] #117,$122.50,$212.50,$398.19,https://storage.googleapis.com/images.pricecharting.com/461f3a9552af9639f6defed114f24d79e20bd383ceb915edac719e10a5f04843/60.jpg
Bellossom #H5,$79.87,$236.18,"$1,400.00",https://storage.googleapis.com/images.pricecharting.com/d44671148f3310553d89dbc242f7f6f401c41d6fef69d38f7a81304d03701bcc/60.jpg
Suicune [Reverse Holo] #37,$58.40,$146.11,$876.29,https://storage.googleapis.com/images.pricecharting.com/6heeav62tm7fted7/60.jpg
Togepi #114,$12.24,$34.00,$82.62,https://storage.googleapis.com/images.pricecharting.com/4872883b5bfddde8cae8f256de8698226f3769590dedcf1c5d0d545f8ecf63e9/60.jpg
Scyther #106,$12.04,$24.99,$110.45,https://storage.googleapis.com/images.pricecharting.com/e95aa936f9e4cad990656fdb10fbd6096affea936e951177fc327bd6e7a71c6c/60.jpg
Jumpluff #H13,$41.73,$126.57,"$1,006.18",https://storage.googleapis.com/images.pricecharting.com/807937247600698708f3975ca1b9686ce59f8321a8daa72c829a03d063b66945/60.jpg
Kingdra #19,$7.90,$55.00,$60.00,https://storage.googleapis.com/images.pricecharting.com/f501523d6f357ccc8de5e2affcddccab2e642f30f85ffb4be0ffaa1fba2c1473/60.jpg
Suicune #37,$34.80,$44.77,$119.40,https://storage.googleapis.com/images.pricecharting.com/8e3f8159b6fdc57e688f63e1a5f8125ff6b61ed1ecc4cc38619e3bf581a772f8/60.jpg
Mr. Mime #95B,$4.03,$22.39,$91.15,https://storage.googleapis.com/images.pricecharting.com/jnwylq374y25p6dz/60.jpg
Porygon #103a,$3.99,$28.98,$105.00,https://storage.googleapis.com/images.pricecharting.com/950eac206e95ef475c912202336427dcd096216cbd3dc8836c37aee4209c0ed7/60.jpg
Steelix #35,$32.99,$29.99,$123.66,https://storage.googleapis.com/images.pricecharting.com/d996c02480b8329a777fb4f3fc1f99a983587990dfd51266f9855c489f6a3947/60.jpg
Slowbro #33,$52.57,$59.99,$106.50,https://storage.googleapis.com/images.pricecharting.com/daa4d5a6e162debd8476306d5691e4478466dd76fbf38ff28a37c00d46ff0c4a/60.jpg
Nidoran #96,$5.45,$21.95,$120.75,https://storage.googleapis.com/images.pricecharting.com/6305ae61f6a523901c8620569983d1e049b54d8df00f4644a177ac4a5c338d5d/60.jpg
Arcanine [Reverse Holo] #2,$74.15,$121.05,$399.99,https://storage.googleapis.com/images.pricecharting.com/8a7fa9153611c329eb7d35ee5fc0ed6089414940072c031cb6df89774ba0b592/60.jpg
Zapdos [Reverse Holo] #44,$68.73,$145.19,$738.50,https://storage.googleapis.com/images.pricecharting.com/01a8b0364116e888ec9a3e2be766d57601be59706bfc979a9e2cc29832b94fa8/60.jpg
Sneasel #110,$4.00,$29.12,$113.56,https://storage.googleapis.com/images.pricecharting.com/21a3d01b9619d748e486606390e4f9557d31aa266d99c4ad99e4800bd5cc13ad/60.jpg
Ariados #H3,$40.53,$150.00,$604.75,https://storage.googleapis.com/images.pricecharting.com/9211f4f905d44203d11c2ed28fb5830eecb9f1bc0c97fd404aaf1798261d8e64/60.jpg
Entei [Reverse Holo] #10,$67.06,$100.06,$337.75,https://storage.googleapis.com/images.pricecharting.com/4o7yizzvzj4s75rp/60.jpg
Hitmontop #82,$5.19,$24.00,$87.00,https://storage.googleapis.com/images.pricecharting.com/6492c626fc8b077c82079a59ecdd1b55d2e9f8a7f30ecc6aaa07dac2e61935be/60.jpg
Town Volunteers #136,$5.99,$26.23,$74.99,https://storage.googleapis.com/images.pricecharting.com/4c482a10d89cae47b54b67b8c2401980f646ce32d3b67f93051d118508c7f6b9/60.jpg
Eevee [Reverse Holo] #75,$99.96,$220.00,"$1,899.00",https://storage.googleapis.com/images.pricecharting.com/4ab3eff8d907150a5d5b95df14845087fdc2960362f52315a1cce236048a230e/60.jpg
Drowzee #74a,$4.39,$50.00,$79.88,https://storage.googleapis.com/images.pricecharting.com/fju5ytsfbbvopkyi/60.jpg
Lickitung #90,$15.50,$27.00,$244.21,https://storage.googleapis.com/images.pricecharting.com/fb5ddbbbce67c36e2155496b1b7a8424b47cdd24c6359f408d41d65368c02be5/60.jpg
Porygon2 #28,$7.79,$31.36,$35.08,https://storage.googleapis.com/images.pricecharting.com/f737491ac42b6efbae1d09a7ece03e9b3913245d2596256b5a6746f6efca0a6a/60.jpg
Houndour #86,$4.32,$28.00,$36.52,https://storage.googleapis.com/images.pricecharting.com/2f5aa356630ce11eb784c238ba32012092cd52f47c72e786ba96614fdf133a04/60.jpg
Seadra #58,$4.05,$18.17,$60.00,https://storage.googleapis.com/images.pricecharting.com/5683cfda06c3a29bd7aee6b10130019effc22ea04e16f37433456558d4d5dd4a/60.jpg
Slowpoke [Reverse Holo] #108,$114.50,$163.29,$675.00,https://storage.googleapis.com/images.pricecharting.com/36f7596d6c6d8b122df521d710fd6e7e6b5d7d2342f64d6d51bee8dac3f089b6/60.jpg
Slowking #34,$20.00,$44.00,$209.88,https://storage.googleapis.com/images.pricecharting.com/37b9b1ccbbd38624ff944a5a0115890c913dcf55461ab8bb1b68eb3b4b4eb655/60.jpg
