Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Starmie,Starmie #48,$2.14,$45.25,$61.25,https://storage.googleapis.com/images.pricecharting.com/0321da61f26d80f1fcaa57cadccc40bf45a04c3e8f3c582eeb652460e7adeb52/60.jpg
Dusclops,Dusclops [Reverse Holo] #7,$20.00,$74.24,$242.50,https://storage.googleapis.com/images.pricecharting.com/226d1941c3153fe041d08c75d7c636577eb14ebb9fc674d5cd0f871b34c05474/60.jpg
Dusclops,Dusclops #7,$10.99,$43.48,$311.25,https://storage.googleapis.com/images.pricecharting.com/75a570161a869f69271ef33593a9ca69200db6f7476f44277d939aed835e678e/60.jpg
Mightyena,Mightyena [Reverse Holo] #12,$19.99,$59.99,"$1,072.57",https://storage.googleapis.com/images.pricecharting.com/hjc4jwqvfm4ymd4i/60.jpg
Magcargo,Magcargo [Reverse Holo] #20,$19.99,$48.23,$512.50,https://storage.googleapis.com/images.pricecharting.com/667001ae6e961cd7b521df3c75e55c1dffd24770fffe008360b5750497524b04/60.jpg
Swablu,Swablu [Reverse Holo] #79,$19.99,$29.23,$225.00,https://storage.googleapis.com/images.pricecharting.com/5aaa937e4707281bf9009dd4a8906f56b37b68f19aabb58943fa584abe130a12/60.jpg
Poochyena,Poochyena [Reverse Holo] #70,$19.99,$54.08,$416.83,https://storage.googleapis.com/images.pricecharting.com/eqmyge3xffltmadu/60.jpg
Donphan,Donphan [Reverse Holo] #30,$19.99,$42.37,$475.00,https://storage.googleapis.com/images.pricecharting.com/7cdf3299493a503068156fb713f507c0879c0e17823e260fbfdfa7eebea19313/60.jpg
Magcargo,Magcargo [Reverse Holo] #37,$14.24,$34.95,$706.25,https://storage.googleapis.com/images.pricecharting.com/b52cae213bdcfd6a2d9d40b506e95a07406f3135aebe2dd068b385554807b119/60.jpg
Mightyena,Mightyena #12,$13.50,$60.14,$443.60,https://storage.googleapis.com/images.pricecharting.com/2eaeb946d77f04e5fa9ad11064ebd055c04a29e805e3a61c514ae46ac377a5e5/60.jpg
Donphan,Donphan #30,$6.87,$67.97,$82.00,https://storage.googleapis.com/images.pricecharting.com/e67d29c4b73d0c31228839fe43926932df95d86c80436ba88611a2a5f78cdbf4/60.jpg
Magcargo,Magcargo #20,$2.42,$27.54,$33.00,https://storage.googleapis.com/images.pricecharting.com/6be225d255a9a3df72e301e61b13e844729b5718ff634bbe79c305072932e4d0/60.jpg
Magcargo,Magcargo #37,$1.99,$14.50,$109.04,https://storage.googleapis.com/images.pricecharting.com/1ddd2517c11e372e161ec89438bb38080940a6205acd3139899e487f0ae9533a/60.jpg
Swablu,Swablu #79,$1.90,$12.65,$78.94,https://storage.googleapis.com/images.pricecharting.com/78a2e65a0ed3e9a0d0ff167613aab164386acdaa27c93ca11e036407c93d5d93/60.jpg
Poochyena,Poochyena #70,$1.53,$22.57,$68.58,https://storage.googleapis.com/images.pricecharting.com/61d810826c126dbe5cd6b8fb8319dfcdd3c2606f5051dff5ce3ead7e47d72399/60.jpg
Slaking,Slaking [Reverse Holo] #15,$19.65,$50.00,$275.00,https://storage.googleapis.com/images.pricecharting.com/ba3031b2697dc4603237b7c3364a716e7c5df4be9ebe2accf2cb77f8465b05e1/60.jpg
Slaking,Slaking #15,$10.70,$30.75,$359.67,https://storage.googleapis.com/images.pricecharting.com/d05a3f73ffb90858bcb34eb31a049ee8ca31cc11405978412afc2599e8c68809/60.jpg
Tropius,Tropius [Reverse Holo] #27,$19.40,$79.10,$427.74,https://storage.googleapis.com/images.pricecharting.com/36593766907791437fa6f99c812fe38af188125784b078ec9401c0be0c7afc26/60.jpg
Tropius,Tropius #27,$1.97,$16.50,$115.62,https://storage.googleapis.com/images.pricecharting.com/5839d4824b87ec8696e6862da8827af7daae3cea18d063fc874496b03e57dcf3/60.jpg
Wingull,Wingull [Reverse Holo] #81,$19.00,$36.39,$375.00,https://storage.googleapis.com/images.pricecharting.com/8a993a9fefbb7a2b5697e9cf23996335676103dc9039efe5b8f8745c7df4fe5c/60.jpg
Wingull,Wingull #81,$1.58,$5.25,$68.58,https://storage.googleapis.com/images.pricecharting.com/52f52242dd4291932b955ee8d00bbe4f5770d66685829e79484ba6e5b4d14b04/60.jpg
Phanpy,Phanpy [Reverse Holo] #69,$18.68,$69.01,$113.50,https://storage.googleapis.com/images.pricecharting.com/138e28ade161bc84feb486b9e1acabb55a6f41c529645cc569d29a13f6e9d27f/60.jpg
Phanpy,Phanpy #69,$5.87,$39.75,$165.49,https://storage.googleapis.com/images.pricecharting.com/ee84c5df26e769d95ddeb62ccf0ecad78c5dc3f6592ec9eeb87e7968eb834f66/60.jpg
Ludicolo,Ludicolo [Reverse Holo] #19,$18.25,$55.00,$510.00,https://storage.googleapis.com/images.pricecharting.com/653b2f2b0f1cba1d415c0f86cfbb80caa7a0223804a44b401852e295ec0672aa/60.jpg
Ludicolo,Ludicolo [Reverse Holo] #10,$17.51,$59.05,$159.98,https://storage.googleapis.com/images.pricecharting.com/b0d0e5e532e4c7e07c5c952b45f5a215d234531de0332ae7fdf9b714073a314d/60.jpg
Ludicolo,Ludicolo #10,$16.48,$30.60,$163.00,https://storage.googleapis.com/images.pricecharting.com/779ad19018ada457aab8dc8f65c890601ac3dec80672a31cc535ab6c48665709/60.jpg
Ludicolo,Ludicolo #19,$1.99,$31.00,$91.26,https://storage.googleapis.com/images.pricecharting.com/9fc3aaadf668eb01b9c0048a3c70f95d60b4859a79d16432c4d6a72b288bf6c0/60.jpg
Weezing,Weezing [Reverse Holo] #51,$18.24,$56.00,$250.00,https://storage.googleapis.com/images.pricecharting.com/c3aea08f685f9e282d41bb8dd20299c88a7d1f2b474d3bf78c8a53a4ed2deadb/60.jpg
Weezing,Weezing #51,$2.09,$24.99,$81.54,https://storage.googleapis.com/images.pricecharting.com/1efb84e32ffda16cb3ded3436adf10b49a900062f087a5fd99ae2d6760c73e1f/60.jpg
Carvanha,Carvanha [Reverse Holo] #56,$18.00,$69.15,$400.00,https://storage.googleapis.com/images.pricecharting.com/30c7ed92a93c023164c115fe85acd973c708ebcc4486c50aaa8a7307348ee6b3/60.jpg
Carvanha,Carvanha #56,$1.62,$12.51,$23.07,https://storage.googleapis.com/images.pricecharting.com/fa9c9070d82f9e1f4dd182ed1f046b61fa011682cdcb074768f694ca061ffb6c/60.jpg
Staryu,Staryu [Reverse Holo] #77,$17.14,$41.86,$407.50,https://storage.googleapis.com/images.pricecharting.com/8f70314fd32d5486ddd8cb77236c7cbe5f5a16b417c0f6ee3b7e14b2427a24c7/60.jpg
Staryu,Staryu #77,$1.19,$20.00,$104.88,https://storage.googleapis.com/images.pricecharting.com/499e7e2f706f4504493cc3cf53d529ddcdd4729107340aae85badf96fb653fec/60.jpg
Natu,Natu [Reverse Holo] #66,$16.00,$64.11,$223.69,https://storage.googleapis.com/images.pricecharting.com/0af89d9b1a433e7b11bea12188d9c0da47425cbade35d840f61be556289ed18a/60.jpg
Natu,Natu #66,$2.27,$56.00,$67.00,https://storage.googleapis.com/images.pricecharting.com/1545d7a0588e5f38a721b11287bb5d331877eb770798461679904baa34a09bf1/60.jpg
Solrock,Solrock [Reverse Holo] #47,$15.78,$89.25,$573.91,https://storage.googleapis.com/images.pricecharting.com/4ac1d5ca34c651f8bc9b57c97a6dde843a3dea70377d6516e0804c6db95e0ed9/60.jpg
Solrock,Solrock #47,$1.75,$53.00,$63.33,https://storage.googleapis.com/images.pricecharting.com/183c0142b63e6cb1c579c6444b52598d1a8eb57d596cd4da1ba008c5bec536cd/60.jpg
Lunatone,Lunatone [Reverse Holo] #36,$15.67,$36.07,$418.56,https://storage.googleapis.com/images.pricecharting.com/cae60f09c390736b3af3c9ebe050563bda0c9bb3aae8774b1cf47982a78b7c50/60.jpg
Lunatone,Lunatone #36,$3.35,$58.99,$71.00,https://storage.googleapis.com/images.pricecharting.com/f52a9f35be469fd2dc1df280c29cfe10b1ba0ccd9cd3ceefedc0f935c2a8ed3a/60.jpg
Claydol,Claydol [Reverse Holo] #5,$15.64,$43.16,$258.47,https://storage.googleapis.com/images.pricecharting.com/xd5tzdlxcdkfe3ro/60.jpg
Claydol,Claydol #5,$13.49,$38.53,$400.00,https://storage.googleapis.com/images.pricecharting.com/6b34f65f38fcc76070533c08c046f176f8c689058ec68c2700a3a1e79445816d/60.jpg
Camerupt,Camerupt [Reverse Holo] #4,$15.50,$57.58,$596.19,https://storage.googleapis.com/images.pricecharting.com/1a9e022a5cdc5e28e50e4061c060a646591c2f47e5980a3d182d534b11c7f90c/60.jpg
Camerupt,Camerupt #4,$10.00,$36.91,$216.00,https://storage.googleapis.com/images.pricecharting.com/1b9a057fe3698d71ca630e0ba90afd7aacec2bb76a52e28679d2538d2dfb1e7d/60.jpg
Electrike,Electrike [Reverse Holo] #60,$14.99,$45.50,$400.08,https://storage.googleapis.com/images.pricecharting.com/4slvrjwxqablvgr6/60.jpg
Electrike,Electrike [Reverse Holo] #59,$10.72,$51.10,$99.50,https://storage.googleapis.com/images.pricecharting.com/95537a9059b7d3fc2b5a34e08b7cbefe1dcdf5e436393b57ce0d4e2ca9558b97/60.jpg
Electrike,Electrike #60,$0.80,$30.98,$145.34,https://storage.googleapis.com/images.pricecharting.com/62e1f2057a8a8d7baf9f85085ab27034e5840afe8d1c73ea9b4779128b98815e/60.jpg
Electrike,Electrike #59,$0.79,$33.90,$148.53,https://storage.googleapis.com/images.pricecharting.com/a950eee0c3f82b1cf40031fce228eae17a7249291593f0094984d9fa7f7ca339/60.jpg
Beautifly,Beautifly [Reverse Holo] #2,$14.85,$100.62,$200.00,https://storage.googleapis.com/images.pricecharting.com/c7388c01abbc8ad1435e37ce23cdc0531d6456e6b73ccf9bec970ef809725501/60.jpg
Beautifly,Beautifly #2,$8.90,$28.89,$220.59,https://storage.googleapis.com/images.pricecharting.com/dc76972f147a6695c68cf5e5e9864ba0fff90b9f6ad06b5bfa840a3581e62443/60.jpg
Shiftry,Shiftry [Reverse Holo] #25,$14.50,$96.50,$170.00,https://storage.googleapis.com/images.pricecharting.com/qsgfjah6hfy3osmu/60.jpg
Shiftry,Shiftry #25,$1.45,$14.86,$15.50,https://storage.googleapis.com/images.pricecharting.com/0c5ce470d717d3bdab98cb3895e94c9e310a8b4410bc3fa3ea89abd14ed47d62/60.jpg
Duskull,Duskull [Reverse Holo] #58,$14.24,$33.00,$177.50,https://storage.googleapis.com/images.pricecharting.com/ec091e662e3230f977d0d7ac56dc074be60e008b0b3e88cf5bf3fb42a5eebd6c/60.jpg
Duskull,Duskull #58,$1.32,$34.00,$54.08,https://storage.googleapis.com/images.pricecharting.com/0eb9ba1f6c16a817d121c5d9790d42f1d2eee1f8f7c8ab40543ea6385f9065e0/60.jpg
Slakoth,Slakoth [Reverse Holo] #73,$13.99,$85.00,$338.02,https://storage.googleapis.com/images.pricecharting.com/2t4sjx7awlup4qza/60.jpg
Goldeen,Goldeen [Reverse Holo] #61,$13.99,$34.95,$179.99,https://storage.googleapis.com/images.pricecharting.com/b3nniq3nar3wsdgb/60.jpg
Slakoth,Slakoth #73,$1.72,$56.81,$68.57,https://storage.googleapis.com/images.pricecharting.com/fead5ba2daa3cbaa43cbe8d0ebc8828c2a3556382eabb3cd3ecc941936a253bf/60.jpg
Goldeen,Goldeen #61,$0.84,$22.00,$38.55,https://storage.googleapis.com/images.pricecharting.com/4cb20579da6ac19591b5366044f2fe7fd91ea4f703625160e9257991eb3e43bb/60.jpg
Whiscash,Whiscash [Reverse Holo] #28,$13.90,$58.00,$282.80,https://storage.googleapis.com/images.pricecharting.com/00c5b3056f8888a97965ec0e2949b7442366227be5c2c63216c6ebf6aaba5f73/60.jpg
Whiscash,Whiscash #28,$1.66,$24.84,$28.76,https://storage.googleapis.com/images.pricecharting.com/bc7c9dd3d9b48983bfaf88e2fc9924f8b506f69eb92734d4d77bb0d7e05a780f/60.jpg
Vigoroth,Vigoroth [Reverse Holo] #50,$13.84,$64.99,$275.00,https://storage.googleapis.com/images.pricecharting.com/67a58b7af04852a6dcb0bd71d6b53166fb9097c7402bcaeee2952900f56c14b3/60.jpg
Vigoroth,Vigoroth #50,$1.99,$66.00,$79.00,https://storage.googleapis.com/images.pricecharting.com/ca777146a9b3310c7d1640b4d03f45c0cc24d222d10aea58d3c4faffeaafe01e/60.jpg
Golbat,Golbat [Reverse Holo] #31,$13.78,$40.67,$210.81,https://storage.googleapis.com/images.pricecharting.com/738d0c7f3fbf2cb0f8293fecc7e3027db29d532b09481b7262f57ba9814f6bba/60.jpg
