Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Pupitar,Pupitar [Reverse Holo] #59,$18.44,$65.00,"$1,016.42",https://storage.googleapis.com/images.pricecharting.com/6af712619c1deedadfc4bc438a92f70f800c4c611a28ba74d5c80237e0d2a8f3/60.jpg
Pupitar,Pupitar [Reverse Holo] #58,$11.97,$60.98,$186.33,https://storage.googleapis.com/images.pricecharting.com/b42069d3bb1deb029ac866ce27b3f4e91622213aef6238d871dc054cae90c5e4/60.jpg
Pupitar,Pupitar #59,$0.99,$27.50,$58.83,https://storage.googleapis.com/images.pricecharting.com/d5151b4f3c7cf75f7a168f2d2f4200484a7cba565034f16f842aa429c4856870/60.jpg
Pupitar,Pupitar #58,$0.29,$10.20,$30.00,https://storage.googleapis.com/images.pricecharting.com/5f2da84b2b6166a2392256fe3ce359db406d150648502826fa457bfd825e7b95/60.jpg
Tropius,Tropius [Reverse Holo] #23,$18.13,$82.38,"$1,100.50",https://storage.googleapis.com/images.pricecharting.com/66ab82cfaa589dda0e7adc8d18f76f029e97c24e19c1e7f447c8626719578e37/60.jpg
Tropius,Tropius #23,$2.50,$29.12,$35.00,https://storage.googleapis.com/images.pricecharting.com/a2d47efcb161b1f30593ee5962b1f99d28d82a852accddf1bc6a6674e4bdf9a6/60.jpg
Cyndaquil,Cyndaquil [Reverse Holo] #45,$17.90,$81.00,"$1,006.40",https://storage.googleapis.com/images.pricecharting.com/a1059b985d34f84cd247ace5df7cdb05095fb7a09a13e0121d2d70925fbc87fe/60.jpg
Cyndaquil,Cyndaquil #45,$2.40,$24.00,$66.97,https://storage.googleapis.com/images.pricecharting.com/963557ade47219d9b5d82a1a68ac0acd61178aef5d0fd230e24caceac38b183d/60.jpg
Cloyster,Cloyster [Reverse Holo] #14,$17.74,$41.00,$404.50,https://storage.googleapis.com/images.pricecharting.com/a29aa1d387ccee8227208b3a7c246123c748f414253f1b1f436f4b93e334a92c/60.jpg
Cloyster,Cloyster #14,$1.99,$48.00,$51.00,https://storage.googleapis.com/images.pricecharting.com/f59254ed1cc95260d6d9f670fa4d29ff431a7ac9d6b39dc3b82df2c6ecaea3b1/60.jpg
Bagon,Bagon [Reverse Holo] #43,$17.62,$41.00,$745.29,https://storage.googleapis.com/images.pricecharting.com/lcqr7yt5gpyvity4/60.jpg
Bagon,Bagon #43,$1.25,$50.00,$58.00,https://storage.googleapis.com/images.pricecharting.com/09960f60f843773681ee505e1de0848ce0e1642c10166d9ba39c3bb5c22b641b/60.jpg
Smeargle,Smeargle [Reverse Holo] #39,$17.40,$75.46,$113.85,https://storage.googleapis.com/images.pricecharting.com/kxb7wvafeqc3xvsa/60.jpg
Smeargle,Smeargle #39,$2.06,$34.43,$243.00,https://storage.googleapis.com/images.pricecharting.com/888be7edb56a1ae469f6c0471d655748d90b5a8ffb9ffd129489ee814c309065/60.jpg
Chikorita,Chikorita [Reverse Holo] #44,$16.99,$90.35,$366.11,https://storage.googleapis.com/images.pricecharting.com/360537608dde22cd6144b831d91d3d8ffd1581525d41440ff382646264e40b81/60.jpg
Chikorita,Chikorita #44,$3.00,$19.94,$89.00,https://storage.googleapis.com/images.pricecharting.com/cb960bb7d65dffb0c06caff011fb7dce03ea42d9c612e328fd70cba41861cf3e/60.jpg
Lickitung,Lickitung [Reverse Holo] #19,$16.76,$47.00,$242.50,https://storage.googleapis.com/images.pricecharting.com/f9856620ed61bd13f722625e61652dcb61889677fb97000e11608179369f17eb/60.jpg
Lickitung,Lickitung #19,$1.99,$83.00,$100.00,https://storage.googleapis.com/images.pricecharting.com/3e1f5153aa7ddfdc21776ecdffaf26f7cb041403ef1b03d2ab2522626501e214/60.jpg
Seadra,Seadra [Reverse Holo] #22,$16.64,$31.52,$235.50,https://storage.googleapis.com/images.pricecharting.com/efcedf009073ecbf5a6d301a7be2da934d07cc5dc8bec573e2c43940cd23d66c/60.jpg
Seadra,Seadra [Reverse Holo] #37,$13.45,$61.00,$322.71,https://storage.googleapis.com/images.pricecharting.com/v7sbhrmd2k4xi7eo/60.jpg
