Species,Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Ledian,Ledian [Reverse Holo] #18,$14.20,$44.00,$215.69,https://storage.googleapis.com/images.pricecharting.com/703752183ce9eeed20bfb92a1db4b340c6ea1ff5094790105ce3bd0f49705b93/60.jpg
Ledian,Ledian #18,$2.11,$17.72,$24.67,https://storage.googleapis.com/images.pricecharting.com/9178b9a13e2d25f902379194e429541ba8365c0a64421dacd4edd36e0aee4488/60.jpg
Ledian,Ledian [Stamped] #18,$1.74,$23.25,$68.40,https://storage.googleapis.com/images.pricecharting.com/xxnpxdvrwq7ymava/60.jpg
Mareep,Mareep [Reverse Holo] #54,$13.69,$36.57,$90.00,https://storage.googleapis.com/images.pricecharting.com/07f1f9df26281825c5fcb1f0b49d6af9ef4da1c7bbaa0bc724d8912c8adb9cc8/60.jpg
Mareep,Mareep #54,$1.21,$19.00,$98.97,https://storage.googleapis.com/images.pricecharting.com/1c54ef7b90e44f5aef5a3195afa07c664e45d21f159fbc8e4e08240f6238c043/60.jpg
Nidorino,Nidorino [Reverse Holo] #35,$13.32,$70.93,$71.35,https://storage.googleapis.com/images.pricecharting.com/1899f357dfd24369d3606f3b910c31cadf8f917d66620e4a3c7d59811cda45bc/60.jpg
Nidorino,Nidorino #35,$1.26,$9.50,$91.94,https://storage.googleapis.com/images.pricecharting.com/857239f89e60c02a3b9ec9acf9f9e34f7e3372a53a13797237dd6e6c2a658488/60.jpg
Swablu,Swablu [Reverse Holo] #65,$13.00,$31.00,$109.39,https://storage.googleapis.com/images.pricecharting.com/ym3s4j5fy7q6lrab/60.jpg
Shellder,Shellder [Reverse Holo] #63,$13.00,$34.88,$126.50,https://storage.googleapis.com/images.pricecharting.com/5e99311fc03df243f5e9319fd6b371b862916ba07151f9f1683649515f27adec/60.jpg
Shellder,Shellder #63,$1.42,$22.00,$63.03,https://storage.googleapis.com/images.pricecharting.com/5bf97526ecbc6ff37554e25f4b7d0f2be7209e304b519679cac62a15e80ecf62/60.jpg
Swablu,Swablu #65,$1.36,$25.00,$37.03,https://storage.googleapis.com/images.pricecharting.com/4adf8777ee74788d5fa70c4284869d7d9fad9f57fd24e1ce0b801b58c0de06c5/60.jpg
Swellow,Swellow [Reverse Holo] #40,$12.85,$62.42,$570.75,https://storage.googleapis.com/images.pricecharting.com/ad1711fd3c2fb2cf61565880ce6ca6e87b35a891021c4e0b0107cdecce0b90eb/60.jpg
Swellow,Swellow #40,$1.99,$50.54,$899.90,https://storage.googleapis.com/images.pricecharting.com/3708fc496cdb785c8b8d0ccc8d6922b5b8dea8724d9e89dfd577e0c0d064670e/60.jpg
Xatu,Xatu [Reverse Holo] #25,$12.27,$43.89,$303.45,https://storage.googleapis.com/images.pricecharting.com/b9200e1c2f93bf1f514d43d3c29d232f64b7b72a39424e215e4030d51e2449cc/60.jpg
Xatu,Xatu #25,$1.90,$39.48,$75.00,https://storage.googleapis.com/images.pricecharting.com/ed6a1c7aae8c44f14d7e4735f9425a7be935ab58d62b5b5d43c9b6726752efe7/60.jpg
Seel,Seel [Reverse Holo] #62,$10.03,$59.40,$348.46,https://storage.googleapis.com/images.pricecharting.com/8d733692f9993d9978b92daa0e6839cd709c951d1adb28f22bfd4d3f2e501c2c/60.jpg
Seel,Seel [Stamped] #62,$5.28,,,https://storage.googleapis.com/images.pricecharting.com/e9b626456df2dfd1d017e5af724fe4137db1e3fd8b7fb6d8f277fd19c5c2bec1/60.jpg
Seel,Seel #62,$0.90,$9.87,$45.00,https://storage.googleapis.com/images.pricecharting.com/615b07f7e470fbae5677f87b9b83f9ae38951e442fd9955a43caf66601f6cb38/60.jpg
Nidoran M,Nidoran M [Reverse Holo] #57,$10.00,$55.00,$103.50,https://storage.googleapis.com/images.pricecharting.com/x77gt6yia3mqbqq2/60.jpg
Nidoran M,Nidoran M #57,$1.05,$21.07,$61.86,https://storage.googleapis.com/images.pricecharting.com/43a62b364721c6ab786a9aea876474ba8755e89a137404b4d4d40cff0b480691/60.jpg
Smoochum,Smoochum [Reverse Holo] #64,$9.99,$23.00,$245.35,https://storage.googleapis.com/images.pricecharting.com/3e18a7547c3e7fa3abd9f6d6b01c73642a3cddc9219fc6295cf19cfa04f98908/60.jpg
Smoochum,Smoochum #64,$1.50,$8.00,$42.56,https://storage.googleapis.com/images.pricecharting.com/32d8cb22f50902a4ca0902ca2874115e20df02d62c6633b4721b70ebf2773693/60.jpg
Nidoran F,Nidoran F [Reverse Holo] #56,$9.80,$81.73,$98.00,https://storage.googleapis.com/images.pricecharting.com/hsnsacmxf754r4gi/60.jpg
Nidoran F,Nidoran F #56,$0.88,$15.95,$47.12,https://storage.googleapis.com/images.pricecharting.com/6d1924565d76c22e3c3ca3e274895d288b20dedc2dcf1d8f9834aee6e4b03e14/60.jpg
Mr. Stone's Project,Mr. Stone's Project [Reverse Holo] #77,$8.99,$18.47,$73.57,https://storage.googleapis.com/images.pricecharting.com/czsaoswrhr7fsriq/60.jpg
Mr. Stone's Project,Mr. Stone's Project #77,$1.74,$23.00,$111.04,https://storage.googleapis.com/images.pricecharting.com/0055285fea1848b3d24b08832a13a4b2fcad09bf284526addf7a200b6f94fe09/60.jpg
Holon Mentor,Holon Mentor [Reverse Holo] #75,$8.68,$9.50,$50.00,https://storage.googleapis.com/images.pricecharting.com/4452c9ee067f9750c890345ba7f6ffeb07566a3c8af1dba72e7be827417679ab/60.jpg
Holon Mentor,Holon Mentor #75,$5.45,$51.02,$147.99,https://storage.googleapis.com/images.pricecharting.com/fc1684ac282a9b2b6e74f82802f12c3080d63f8a57df5fc5ee2a264f31802523/60.jpg
Professor Elm's Training Method,Professor Elm's Training Method [Reverse Holo] #79,$8.07,$28.25,$287.50,https://storage.googleapis.com/images.pricecharting.com/1a1812a7b1cbdd4bc448e23498ab1e7543a957be11472748d3eff7c24442f4e3/60.jpg
Professor Elm's Training Method,Professor Elm's Training Method #79,$1.31,$38.00,$176.60,https://storage.googleapis.com/images.pricecharting.com/0fa60141eb563f9311d5ac8557763359a76911664f6c4a993f310b51b99b9776/60.jpg
Ledyba,Ledyba [Reverse Holo] #53,$7.96,$40.75,$71.48,https://storage.googleapis.com/images.pricecharting.com/pq5wdmioxrp2v7vf/60.jpg
Ledyba,Ledyba #53,$0.61,$33.35,$76.00,https://storage.googleapis.com/images.pricecharting.com/505682c8ada92d320c40837b98e7c873957cac65f99436ba2112e90c1132e1da/60.jpg
Taillow,Taillow [Reverse Holo] #66,$7.66,$42.00,$315.00,https://storage.googleapis.com/images.pricecharting.com/ooxzcez2rgbb7avl/60.jpg
Taillow,Taillow #66,$1.40,$11.07,$423.66,https://storage.googleapis.com/images.pricecharting.com/f3ac3264ff3041e0b94a11a3eb23584382875a0e11964edd94c229f11215c9ea/60.jpg
TV Reporter,TV Reporter [Reverse Holo] #82,$7.27,$27.24,$121.30,https://storage.googleapis.com/images.pricecharting.com/y42t5gy6w76yuzv6/60.jpg
TV Reporter,TV Reporter #82,$1.25,$26.93,$32.00,https://storage.googleapis.com/images.pricecharting.com/c8c2b65e35e27eda59b4513b9aea573b7285e06b0554c8b492799096e0e71b87/60.jpg
Natu,Natu [Reverse Holo] #55,$6.12,$50.61,$397.66,https://storage.googleapis.com/images.pricecharting.com/a5dbc53e319bf9ba9ae5694f6c3f50adc48de1a6f1eb1710a30d560b3a35e916/60.jpg
Switch,Switch [Reverse Holo] #83,$6.12,$10.95,$135.99,https://storage.googleapis.com/images.pricecharting.com/1746fd11157fcc8bbb2ac8f7a8c44a4281fbdf6a83abcb510abcb7c8f46ad31a/60.jpg
Switch,Switch #83,$2.08,$9.38,$62.09,https://storage.googleapis.com/images.pricecharting.com/0fe03133da8608f581d90004145c30b18e59e1d36a960b70bf288a827a138bc8/60.jpg
Natu,Natu #55,$1.49,$60.69,$110.61,https://storage.googleapis.com/images.pricecharting.com/d8f4c0982dc0eaedd4ac5c09386cb46f630884bd0c8ec282407358f38179231f/60.jpg
Copycat,Copycat [Reverse Holo] #73,$5.67,$60.00,$127.50,https://storage.googleapis.com/images.pricecharting.com/084709ffafde46e8bff029f80ff31a1763ba12e90195c6ec58078a4eddd87fdb/60.jpg
Copycat,Copycat #73,$3.00,$33.00,$40.00,https://storage.googleapis.com/images.pricecharting.com/07890c88eff6bd38905aae1fdac364c7b34aded2004b1ca4cc3ac20635466323/60.jpg
Scramble Energy,Scramble Energy [Reverse Holo] #89,$5.44,$16.00,$89.23,https://storage.googleapis.com/images.pricecharting.com/946b3181cae1951abe9ff6485193f0e1bea1890ea8ca5ba396219a57342fb448/60.jpg
Scramble Energy,Scramble Energy #89,$3.97,$6.59,$41.25,https://storage.googleapis.com/images.pricecharting.com/dffb487149ad2d3a560dc6249080f24c92ee47504c8e16570d9c9713e3a2a799/60.jpg
Old Rod,Old Rod [Reverse Holo] #78,$5.28,$44.00,$138.18,https://storage.googleapis.com/images.pricecharting.com/34f67e792bde3e1462ff3044e6aa669d08cffb1cf9e11f0662269a8636dd7c4e/60.jpg
Old Rod,Old Rod #78,$1.69,$19.36,$62.24,https://storage.googleapis.com/images.pricecharting.com/788a4033697b343d25477e871f9ed955d8815dce9d67581d50fb037322537f0a/60.jpg
Boost Energy,Boost Energy [Reverse Holo] #87,$4.99,$24.99,$138.07,https://storage.googleapis.com/images.pricecharting.com/4c94cac4ad2da39f5f377017712809401a35479d4946ca68b6dc72eea549566d/60.jpg
Professor Oak's Research,Professor Oak's Research [Reverse Holo] #80,$4.99,$21.25,$75.00,https://storage.googleapis.com/images.pricecharting.com/b84ec17a6fcd2e6e20b5d156ea3d5a8bd9b6768f8e49dbb2c3d862710477c5eb/60.jpg
Professor Oak's Research,Professor Oak's Research #80,$2.62,$884.00,"$1,061.00",https://storage.googleapis.com/images.pricecharting.com/984dffa7a5eb9d0cf1c5233827f999832c54435d30a53f0a39550fcd2b0e4cfa/60.jpg
Boost Energy,Boost Energy #87,$1.80,$9.02,$29.97,https://storage.googleapis.com/images.pricecharting.com/d882542d46b7c705288e6fb9ee68b180d76ba1d6f0470c2503b1dfad03a53860/60.jpg
Island Hermit,Island Hermit [Reverse Holo] #76,$4.95,$20.61,$56.93,https://storage.googleapis.com/images.pricecharting.com/ixj6i36mlt4yhq34/60.jpg
Island Hermit,Island Hermit #76,$1.79,$16.00,$51.33,https://storage.googleapis.com/images.pricecharting.com/9e4fad3ebd10ac5081f0a5b01f388bce519f79ddab9e8ac63f87f6b2fedc45ec/60.jpg
Rainbow Energy,Rainbow Energy [Reverse Holo] #88,$4.88,$43.82,$128.08,https://storage.googleapis.com/images.pricecharting.com/856206752f175b16ed0990e8446264da959731069fd8a88d6250db5a5cce16f8/60.jpg
Rainbow Energy,Rainbow Energy #88,$1.99,$15.00,$83.99,https://storage.googleapis.com/images.pricecharting.com/e2df8294efcabcda72360aa7721c77a0561dcfe4e68d978fb866312bbf1af7f4/60.jpg
Holon Energy GL,Holon Energy GL [Reverse Holo] #85,$4.69,$9.55,$139.35,https://storage.googleapis.com/images.pricecharting.com/5db3542aadf9edfbbdc188660539eda7396a1434ba359c71950db1bc86c60564/60.jpg
Holon Energy GL,Holon Energy GL #85,$1.90,$16.24,$71.40,https://storage.googleapis.com/images.pricecharting.com/f4109b963a82010301114304eeabb976ce4a002fc64416a76abbb9558c82d8d3/60.jpg
Holon Energy WP,Holon Energy WP [Reverse Holo] #86,$4.63,$21.17,$72.57,https://storage.googleapis.com/images.pricecharting.com/396275f728da999f0e6f08fafc7b06b2e0dd7883bfff8e87e7800ddd29236c70/60.jpg
Holon Energy WP,Holon Energy WP #86,$1.74,$22.00,$67.68,https://storage.googleapis.com/images.pricecharting.com/002c117084739db1fd32b1596810c7aeda744d1878b9f7d1617ec63442936339/60.jpg
Strength Charm,Strength Charm [Reverse Holo] #81,$4.08,$15.27,$74.99,https://storage.googleapis.com/images.pricecharting.com/b5786ba38224636940f15c5609949a3e5650b44a70dbadd52b36037e70d13046/60.jpg
Strength Charm,Strength Charm #81,$1.87,$15.52,$65.33,https://storage.googleapis.com/images.pricecharting.com/b6b8a57c183ada7c63bcab3a039e2307e59f21eb5084a814fad9a764545264d8/60.jpg
Holon Legacy,Holon Legacy [Reverse Holo] #74,$4.00,$38.00,$46.00,https://storage.googleapis.com/images.pricecharting.com/5b99084566269421d80f7d6fa494bbde2c52bccd4ae0e686233684a56fc6a2cd/60.jpg
Holon Legacy,Holon Legacy #74,$1.80,$26.55,$74.67,https://storage.googleapis.com/images.pricecharting.com/84875ab909f4dd08f0fd68a6ddce3f0de1ace172f385834572567423a009f4c2/60.jpg
Holon Energy FF,Holon Energy FF [Reverse Holo] #84,$3.75,$26.00,$128.75,https://storage.googleapis.com/images.pricecharting.com/073de893bbbbfd94f77067ca3ef40b71bd5f8fff2ece38c887d9e8f83c1f0f13/60.jpg
Holon Energy FF,Holon Energy FF #84,$1.98,$14.99,$73.12,https://storage.googleapis.com/images.pricecharting.com/32363ad04bd0cdb73cede64c82267f6ac3539c3e32d3971461485dca8e5464ce/60.jpg
Buffer Piece,Buffer Piece [Reverse Holo] #72,$3.49,$14.00,$105.63,https://storage.googleapis.com/images.pricecharting.com/665a0dcf4a2a74be7af29d94783fd29e2ba41b29ed33a73e015c7ba0292446d9/60.jpg
Buffer Piece,Buffer Piece #72,$1.02,$12.49,$37.15,https://storage.googleapis.com/images.pricecharting.com/ce9099ac246d78654afcbde0c51caaf0ca19cd576500c4332ec2f013c42d7151/60.jpg
